"Matchday","Team","Player_Name","Starting","Min","TMValue"
2021-08-22,"Bologna","Aaron Hickey","Pitch",55,1.3e+07
2022-02-26,"Bologna","Aaron Hickey","Pitch",90,1.3e+07
2021-11-01,"Bologna","Aaron Hickey","Pitch",90,1.3e+07
2022-02-21,"Bologna","Aaron Hickey","Pitch",90,1.3e+07
2021-11-28,"Bologna","Aaron Hickey","Pitch",90,1.3e+07
2021-10-28,"Bologna","Aaron Hickey","Pitch",80,1.3e+07
2022-02-12,"Bologna","Aaron Hickey","Pitch",77,1.3e+07
2021-12-22,"Bologna","Aaron Hickey","Pitch",90,1.3e+07
2021-09-21,"Bologna","Aaron Hickey","Pitch",79,1.3e+07
2021-08-28,"Bologna","Aaron Hickey","Pitch",80,1.3e+07
2021-09-18,"Bologna","Aaron Hickey","Pitch",55,1.3e+07
2022-01-17,"Bologna","Aaron Hickey","Pitch",71,1.3e+07
2021-10-23,"Bologna","Aaron Hickey","Pitch",62,1.3e+07
2021-09-26,"Bologna","Aaron Hickey","Pitch",45,1.3e+07
2021-10-17,"Bologna","Aaron Hickey","Pitch",90,1.3e+07
2022-03-06,"Bologna","Aaron Hickey","Pitch",90,1.3e+07
2021-12-12,"Bologna","Aaron Hickey","Pitch",90,1.3e+07
2021-12-18,"Bologna","Aaron Hickey","Pitch",84,1.3e+07
2022-01-21,"Bologna","Aaron Hickey","Pitch",85,1.3e+07
2021-09-13,"Bologna","Aaron Hickey","Pitch",90,1.3e+07
2021-10-03,"Bologna","Aaron Hickey","Pitch",86,1.3e+07
2021-12-01,"Bologna","Aaron Hickey","Pitch",90,1.3e+07
2021-11-21,"Bologna","Aaron Hickey","Pitch",78,1.3e+07
2021-12-05,"Bologna","Aaron Hickey","Bench",29,1.3e+07
2021-11-07,"Bologna","Aaron Hickey","Pitch",90,1.3e+07
2022-03-05,"Sampdoria","Abdelhamid Sabiri","Bench",23,2e+06
2022-02-19,"Sampdoria","Abdelhamid Sabiri","Pitch",68,2e+06
2022-02-28,"Sampdoria","Abdelhamid Sabiri","Bench",45,2e+06
2022-02-13,"Sampdoria","Abdelhamid Sabiri","Bench",6,2e+06
2022-01-23,"Sassuolo","Abdou Harroui","Pitch",45,3e+06
2021-09-21,"Sassuolo","Abdou Harroui","Bench",31,3e+06
2021-12-19,"Sassuolo","Abdou Harroui","Bench",13,3e+06
2022-02-13,"Sassuolo","Abdou Harroui","Bench",24,3e+06
2021-11-07,"Sassuolo","Abdou Harroui","Bench",4,3e+06
2022-01-06,"Sassuolo","Abdou Harroui","Pitch",90,3e+06
2022-02-20,"Sassuolo","Abdou Harroui","Bench",13,3e+06
2022-01-09,"Sassuolo","Abdou Harroui","Pitch",60,3e+06
2021-10-17,"Sassuolo","Abdou Harroui","Bench",30,3e+06
2022-03-06,"Sassuolo","Abdou Harroui","Bench",9,3e+06
2022-02-06,"Sassuolo","Abdou Harroui","Bench",31,3e+06
2021-09-17,"Sassuolo","Abdou Harroui","Bench",16,3e+06
2021-10-27,"Sassuolo","Abdou Harroui","Bench",4,3e+06
2021-12-05,"Sassuolo","Abdou Harroui","Bench",5,3e+06
2021-11-28,"Sassuolo","Abdou Harroui","Bench",11,3e+06
2021-12-01,"Sassuolo","Abdou Harroui","Bench",14,3e+06
2022-01-16,"Sassuolo","Abdou Harroui","Bench",10,3e+06
2021-09-26,"Sassuolo","Abdou Harroui","Bench",10,3e+06
2021-10-31,"Sassuolo","Abdou Harroui","Bench",6,3e+06
2021-10-27,"Lazio","Adam Marušić","Pitch",90,9e+06
2021-09-23,"Lazio","Adam Marušić","Pitch",61,9e+06
2021-10-16,"Lazio","Adam Marušić","Pitch",90,9e+06
2022-03-05,"Lazio","Adam Marušić","Pitch",88,9e+06
2021-09-12,"Lazio","Adam Marušić","Pitch",63,9e+06
2022-02-20,"Lazio","Adam Marušić","Pitch",90,9e+06
2021-12-22,"Lazio","Adam Marušić","Pitch",90,9e+06
2022-02-05,"Lazio","Adam Marušić","Pitch",90,9e+06
2022-02-12,"Lazio","Adam Marušić","Pitch",90,9e+06
2022-01-15,"Lazio","Adam Marušić","Pitch",58,9e+06
2022-01-06,"Lazio","Adam Marušić","Pitch",90,9e+06
2021-12-12,"Lazio","Adam Marušić","Pitch",90,9e+06
2022-01-22,"Lazio","Adam Marušić","Pitch",90,9e+06
2021-10-24,"Lazio","Adam Marušić","Pitch",90,9e+06
2022-02-27,"Lazio","Adam Marušić","Pitch",90,9e+06
2021-10-03,"Lazio","Adam Marušić","Pitch",90,9e+06
2021-10-30,"Lazio","Adam Marušić","Pitch",90,9e+06
2021-09-26,"Lazio","Adam Marušić","Pitch",90,9e+06
2021-12-05,"Lazio","Adam Marušić","Pitch",90,9e+06
2021-12-17,"Lazio","Adam Marušić","Pitch",90,9e+06
2021-11-07,"Lazio","Adam Marušić","Pitch",90,9e+06
2021-08-28,"Lazio","Adam Marušić","Bench",66,9e+06
2022-01-09,"Lazio","Adam Marušić","Pitch",90,9e+06
2021-09-19,"Lazio","Adam Marušić","Bench",17,9e+06
2022-01-23,"Cagliari","Adam Obert","Pitch",90,350000
2022-02-13,"Cagliari","Adam Obert","Pitch",57,350000
2021-12-12,"Cagliari","Adam Obert","Bench",9,350000
2021-10-24,"Cagliari","Adam Obert","Bench",20,350000
2022-02-06,"Cagliari","Adam Obert","Pitch",86,350000
2021-11-07,"Napoli","Adam Ounas","Bench",5,8e+06
2021-12-22,"Napoli","Adam Ounas","Bench",22,8e+06
2021-09-11,"Napoli","Adam Ounas","Bench",45,8e+06
2022-02-27,"Napoli","Adam Ounas","Bench",10,8e+06
2021-08-29,"Napoli","Adam Ounas","Bench",21,8e+06
2021-12-12,"Napoli","Adam Ounas","Pitch",90,8e+06
2021-12-19,"Napoli","Adam Ounas","Bench",14,8e+06
2022-03-06,"Napoli","Adam Ounas","Bench",24,8e+06
2021-09-20,"Napoli","Adam Ounas","Bench",10,8e+06
2022-02-12,"Napoli","Adam Ounas","Bench",7,8e+06
2022-02-21,"Napoli","Adam Ounas","Bench",24,8e+06
2021-09-26,"Napoli","Adam Ounas","Bench",14,8e+06
2021-12-04,"Napoli","Adam Ounas","Bench",24,8e+06
2021-09-23,"Napoli","Adam Ounas","Bench",10,8e+06
2021-10-17,"Bologna","Adama Soumaoro","Pitch",90,4e+06
2021-12-22,"Bologna","Adama Soumaoro","Pitch",90,4e+06
2022-01-17,"Bologna","Adama Soumaoro","Pitch",90,4e+06
2021-11-01,"Bologna","Adama Soumaoro","Pitch",90,4e+06
2021-12-05,"Bologna","Adama Soumaoro","Pitch",90,4e+06
2021-10-23,"Bologna","Adama Soumaoro","Pitch",19,4e+06
2022-03-06,"Bologna","Adama Soumaoro","Pitch",90,4e+06
2021-12-18,"Bologna","Adama Soumaoro","Pitch",90,4e+06
2022-02-06,"Bologna","Adama Soumaoro","Pitch",90,4e+06
2021-08-28,"Bologna","Adama Soumaoro","Bench",10,4e+06
2021-12-12,"Bologna","Adama Soumaoro","Pitch",90,4e+06
2022-02-12,"Bologna","Adama Soumaoro","Pitch",57,4e+06
2021-11-07,"Bologna","Adama Soumaoro","Pitch",90,4e+06
2021-12-01,"Bologna","Adama Soumaoro","Pitch",90,4e+06
2021-11-21,"Bologna","Adama Soumaoro","Pitch",90,4e+06
2021-11-28,"Bologna","Adama Soumaoro","Pitch",90,4e+06
2021-10-03,"Bologna","Adama Soumaoro","Pitch",90,4e+06
2022-02-26,"Bologna","Adama Soumaoro","Pitch",90,4e+06
2022-02-21,"Bologna","Adama Soumaoro","Bench",27,4e+06
2022-02-13,"Juventus","Adrien Rabiot","Pitch",85,2.2e+07
2021-10-30,"Juventus","Adrien Rabiot","Pitch",56,2.2e+07
2021-09-11,"Juventus","Adrien Rabiot","Pitch",90,2.2e+07
2021-11-20,"Juventus","Adrien Rabiot","Pitch",90,2.2e+07
2022-03-06,"Juventus","Adrien Rabiot","Pitch",90,2.2e+07
2021-10-02,"Juventus","Adrien Rabiot","Pitch",90,2.2e+07
2021-11-27,"Juventus","Adrien Rabiot","Pitch",90,2.2e+07
2021-09-22,"Juventus","Adrien Rabiot","Pitch",66,2.2e+07
2022-02-18,"Juventus","Adrien Rabiot","Pitch",90,2.2e+07
2022-02-06,"Juventus","Adrien Rabiot","Pitch",90,2.2e+07
2021-10-27,"Juventus","Adrien Rabiot","Pitch",45,2.2e+07
2021-09-19,"Juventus","Adrien Rabiot","Pitch",90,2.2e+07
2021-08-28,"Juventus","Adrien Rabiot","Pitch",54,2.2e+07
2022-01-15,"Juventus","Adrien Rabiot","Bench",9,2.2e+07
2021-12-05,"Juventus","Adrien Rabiot","Bench",8,2.2e+07
2022-01-23,"Juventus","Adrien Rabiot","Bench",1,2.2e+07
2022-02-26,"Juventus","Adrien Rabiot","Pitch",90,2.2e+07
2021-12-21,"Juventus","Adrien Rabiot","Pitch",45,2.2e+07
2021-11-30,"Juventus","Adrien Rabiot","Bench",20,2.2e+07
2022-01-06,"Juventus","Adrien Rabiot","Pitch",64,2.2e+07
2021-11-06,"Juventus","Adrien Rabiot","Pitch",78,2.2e+07
2021-12-18,"Juventus","Adrien Rabiot","Pitch",90,2.2e+07
2021-12-11,"Juventus","Adrien Rabiot","Pitch",90,2.2e+07
2022-02-06,"Hellas Verona","Adrien Tameze","Pitch",90,7e+06
2021-09-25,"Hellas Verona","Adrien Tameze","Pitch",64,7e+06
2022-01-16,"Hellas Verona","Adrien Tameze","Pitch",79,7e+06
2021-12-19,"Hellas Verona","Adrien Tameze","Bench",63,7e+06
2021-08-27,"Hellas Verona","Adrien Tameze","Bench",15,7e+06
2021-09-22,"Hellas Verona","Adrien Tameze","Bench",45,7e+06
2021-10-16,"Hellas Verona","Adrien Tameze","Bench",31,7e+06
2021-11-22,"Hellas Verona","Adrien Tameze","Pitch",89,7e+06
2021-10-24,"Hellas Verona","Adrien Tameze","Bench",23,7e+06
2022-03-06,"Hellas Verona","Adrien Tameze","Pitch",90,7e+06
2021-12-12,"Hellas Verona","Adrien Tameze","Pitch",90,7e+06
2022-01-06,"Hellas Verona","Adrien Tameze","Pitch",81,7e+06
2021-12-22,"Hellas Verona","Adrien Tameze","Pitch",90,7e+06
2021-08-21,"Hellas Verona","Adrien Tameze","Bench",37,7e+06
2022-02-27,"Hellas Verona","Adrien Tameze","Pitch",90,7e+06
2021-09-13,"Hellas Verona","Adrien Tameze","Pitch",60,7e+06
2022-02-19,"Hellas Verona","Adrien Tameze","Pitch",77,7e+06
2021-10-27,"Hellas Verona","Adrien Tameze","Pitch",90,7e+06
2021-11-07,"Hellas Verona","Adrien Tameze","Pitch",90,7e+06
2021-12-05,"Hellas Verona","Adrien Tameze","Pitch",90,7e+06
2021-11-27,"Hellas Verona","Adrien Tameze","Pitch",73,7e+06
2021-11-30,"Hellas Verona","Adrien Tameze","Bench",13,7e+06
2022-02-13,"Hellas Verona","Adrien Tameze","Pitch",90,7e+06
2021-09-19,"Hellas Verona","Adrien Tameze","Bench",27,7e+06
2022-01-21,"Hellas Verona","Adrien Tameze","Bench",28,7e+06
2022-01-09,"Hellas Verona","Adrien Tameze","Bench",6,7e+06
2021-10-30,"Hellas Verona","Adrien Tameze","Pitch",74,7e+06
2021-10-03,"Hellas Verona","Adrien Tameze","Bench",31,7e+06
2021-10-03,"Spezia","Aimar Sher","Bench",45,1200000
2022-01-16,"Roma","Ainsley Maitland-Niles","Pitch",89,1.2e+07
2022-01-23,"Roma","Ainsley Maitland-Niles","Pitch",58,1.2e+07
2022-01-09,"Roma","Ainsley Maitland-Niles","Pitch",90,1.2e+07
2022-02-05,"Roma","Ainsley Maitland-Niles","Pitch",56,1.2e+07
2022-02-19,"Roma","Ainsley Maitland-Niles","Pitch",77,1.2e+07
2022-02-13,"Roma","Ainsley Maitland-Niles","Bench",15,1.2e+07
2021-12-12,"Cagliari","Alberto Grassi","Pitch",58,2500000
2022-01-06,"Cagliari","Alberto Grassi","Pitch",90,2500000
2021-10-27,"Cagliari","Alberto Grassi","Pitch",78,2500000
2021-12-06,"Cagliari","Alberto Grassi","Pitch",77,2500000
2021-11-06,"Cagliari","Alberto Grassi","Bench",45,2500000
2022-02-21,"Cagliari","Alberto Grassi","Pitch",74,2500000
2021-10-01,"Cagliari","Alberto Grassi","Bench",4,2500000
2021-11-21,"Cagliari","Alberto Grassi","Pitch",77,2500000
2021-09-12,"Cagliari","Alberto Grassi","Pitch",53,2500000
2021-11-30,"Cagliari","Alberto Grassi","Pitch",81,2500000
2022-02-06,"Cagliari","Alberto Grassi","Pitch",90,2500000
2022-02-27,"Cagliari","Alberto Grassi","Pitch",90,2500000
2021-09-26,"Cagliari","Alberto Grassi","Bench",6,2500000
2022-03-05,"Cagliari","Alberto Grassi","Pitch",90,2500000
2022-01-11,"Cagliari","Alberto Grassi","Pitch",90,2500000
2021-12-18,"Cagliari","Alberto Grassi","Pitch",90,2500000
2021-11-26,"Cagliari","Alberto Grassi","Pitch",45,2500000
2021-10-24,"Cagliari","Alberto Grassi","Bench",33,2500000
2021-12-21,"Cagliari","Alberto Grassi","Pitch",90,2500000
2022-01-23,"Cagliari","Alberto Grassi","Pitch",73,2500000
2022-02-13,"Cagliari","Alberto Grassi","Pitch",90,2500000
2021-08-23,"Sampdoria","Albin Ekdal","Pitch",85,2e+06
2022-02-28,"Sampdoria","Albin Ekdal","Pitch",90,2e+06
2021-10-03,"Sampdoria","Albin Ekdal","Bench",19,2e+06
2022-01-23,"Sampdoria","Albin Ekdal","Pitch",72,2e+06
2021-10-27,"Sampdoria","Albin Ekdal","Bench",6,2e+06
2021-12-05,"Sampdoria","Albin Ekdal","Pitch",90,2e+06
2021-12-19,"Sampdoria","Albin Ekdal","Pitch",85,2e+06
2021-11-07,"Sampdoria","Albin Ekdal","Pitch",90,2e+06
2021-10-30,"Sampdoria","Albin Ekdal","Pitch",53,2e+06
2022-02-13,"Sampdoria","Albin Ekdal","Bench",38,2e+06
2021-09-26,"Sampdoria","Albin Ekdal","Pitch",58,2e+06
2022-01-09,"Sampdoria","Albin Ekdal","Pitch",45,2e+06
2021-08-29,"Sampdoria","Albin Ekdal","Pitch",84,2e+06
2021-12-10,"Sampdoria","Albin Ekdal","Pitch",90,2e+06
2021-09-23,"Sampdoria","Albin Ekdal","Bench",36,2e+06
2021-11-27,"Sampdoria","Albin Ekdal","Pitch",90,2e+06
2022-02-19,"Sampdoria","Albin Ekdal","Pitch",85,2e+06
2022-03-05,"Sampdoria","Albin Ekdal","Pitch",66,2e+06
2021-09-19,"Sampdoria","Albin Ekdal","Bench",22,2e+06
2021-12-22,"Sampdoria","Albin Ekdal","Pitch",36,2e+06
2022-01-06,"Sampdoria","Albin Ekdal","Pitch",80,2e+06
2021-11-21,"Sampdoria","Albin Ekdal","Pitch",90,2e+06
2021-12-22,"Fiorentina","Aleksa Terzić","Pitch",90,2e+06
2021-12-19,"Fiorentina","Aleksa Terzić","Bench",13,2e+06
2021-12-05,"Fiorentina","Aleksa Terzić","Bench",7,2e+06
2022-01-17,"Fiorentina","Aleksa Terzić","Bench",20,2e+06
2022-02-20,"Fiorentina","Aleksa Terzić","Bench",16,2e+06
2021-10-24,"Fiorentina","Aleksa Terzić","Bench",24,2e+06
2021-09-26,"Fiorentina","Aleksa Terzić","Bench",31,2e+06
2021-10-27,"Fiorentina","Aleksa Terzić","Bench",8,2e+06
2021-12-11,"Fiorentina","Aleksa Terzić","Bench",4,2e+06
2021-12-17,"Internazionale","Aleksandar Kolarov","Bench",13,1e+06
2021-09-18,"Internazionale","Aleksandar Kolarov","Bench",17,1e+06
2021-10-27,"Internazionale","Aleksandar Kolarov","Bench",12,1e+06
2021-08-29,"Genoa","Aleksander Buksa","Bench",45,1500000
2021-10-31,"Genoa","Aleksander Buksa","Bench",6,1500000
2022-01-17,"Genoa","Aleksander Buksa","Bench",11,1500000
2021-11-21,"Genoa","Aleksander Buksa","Bench",1,1500000
2021-10-03,"Fiorentina","Aleksandr Kokorin","Bench",13,2e+06
2021-09-21,"Fiorentina","Aleksandr Kokorin","Bench",7,2e+06
2021-11-30,"Fiorentina","Aleksandr Kokorin","Bench",2,2e+06
2022-01-10,"Fiorentina","Aleksandr Kokorin","Bench",18,2e+06
2021-09-18,"Fiorentina","Aleksandr Kokorin","Bench",10,2e+06
2021-08-21,"Atalanta","Aleksei Miranchuk","Bench",34,1.1e+07
2021-12-21,"Atalanta","Aleksei Miranchuk","Pitch",64,1.1e+07
2021-10-24,"Atalanta","Aleksei Miranchuk","Bench",27,1.1e+07
2021-08-28,"Atalanta","Aleksei Miranchuk","Bench",17,1.1e+07
2021-10-27,"Atalanta","Aleksei Miranchuk","Bench",13,1.1e+07
2021-11-30,"Atalanta","Aleksei Miranchuk","Bench",14,1.1e+07
2021-09-18,"Atalanta","Aleksei Miranchuk","Pitch",45,1.1e+07
2022-01-22,"Atalanta","Aleksei Miranchuk","Pitch",69,1.1e+07
2021-09-11,"Atalanta","Aleksei Miranchuk","Pitch",49,1.1e+07
2021-12-18,"Atalanta","Aleksei Miranchuk","Bench",27,1.1e+07
2022-02-28,"Atalanta","Aleksei Miranchuk","Bench",31,1.1e+07
2022-01-16,"Atalanta","Aleksei Miranchuk","Bench",13,1.1e+07
2021-12-12,"Atalanta","Aleksei Miranchuk","Pitch",77,1.1e+07
2022-03-05,"Atalanta","Aleksei Miranchuk","Pitch",90,1.1e+07
2022-01-09,"Atalanta","Aleksei Miranchuk","Bench",18,1.1e+07
2022-03-06,"Venezia","Aleš Matějů","Pitch",90,1e+06
2021-09-18,"Internazionale","Alessandro Bastoni","Pitch",73,6e+07
2021-08-27,"Internazionale","Alessandro Bastoni","Pitch",90,6e+07
2021-09-25,"Internazionale","Alessandro Bastoni","Pitch",56,6e+07
2021-11-21,"Internazionale","Alessandro Bastoni","Pitch",90,6e+07
2022-02-05,"Internazionale","Alessandro Bastoni","Pitch",81,6e+07
2021-10-27,"Internazionale","Alessandro Bastoni","Pitch",90,6e+07
2022-01-16,"Internazionale","Alessandro Bastoni","Pitch",81,6e+07
2022-03-04,"Internazionale","Alessandro Bastoni","Pitch",90,6e+07
2022-02-25,"Internazionale","Alessandro Bastoni","Pitch",90,6e+07
2021-09-21,"Internazionale","Alessandro Bastoni","Pitch",90,6e+07
2021-10-02,"Internazionale","Alessandro Bastoni","Pitch",56,6e+07
2022-01-22,"Internazionale","Alessandro Bastoni","Pitch",45,6e+07
2021-10-31,"Internazionale","Alessandro Bastoni","Pitch",90,6e+07
2021-08-21,"Internazionale","Alessandro Bastoni","Pitch",83,6e+07
2021-12-12,"Internazionale","Alessandro Bastoni","Pitch",90,6e+07
2021-10-16,"Internazionale","Alessandro Bastoni","Pitch",66,6e+07
2021-11-27,"Internazionale","Alessandro Bastoni","Pitch",90,6e+07
2021-12-17,"Internazionale","Alessandro Bastoni","Pitch",55,6e+07
2021-10-24,"Internazionale","Alessandro Bastoni","Pitch",90,6e+07
2021-11-07,"Internazionale","Alessandro Bastoni","Pitch",83,6e+07
2021-12-04,"Internazionale","Alessandro Bastoni","Pitch",75,6e+07
2021-12-22,"Internazionale","Alessandro Bastoni","Pitch",90,6e+07
2022-01-09,"Internazionale","Alessandro Bastoni","Pitch",90,6e+07
2021-11-22,"Torino","Alessandro Buongiorno","Pitch",90,4e+06
2021-10-17,"Torino","Alessandro Buongiorno","Bench",24,4e+06
2021-10-30,"Torino","Alessandro Buongiorno","Pitch",90,4e+06
2021-09-12,"Torino","Alessandro Buongiorno","Bench",29,4e+06
2021-10-26,"Torino","Alessandro Buongiorno","Pitch",45,4e+06
2021-08-28,"Torino","Alessandro Buongiorno","Bench",45,4e+06
2021-11-28,"Torino","Alessandro Buongiorno","Pitch",75,4e+06
2021-12-12,"Torino","Alessandro Buongiorno","Bench",45,4e+06
2021-12-06,"Torino","Alessandro Buongiorno","Pitch",64,4e+06
2022-02-06,"Torino","Alessandro Buongiorno","Pitch",51,4e+06
2021-10-22,"Torino","Alessandro Buongiorno","Pitch",90,4e+06
2021-12-19,"Torino","Alessandro Buongiorno","Bench",12,4e+06
2021-12-02,"Torino","Alessandro Buongiorno","Pitch",90,4e+06
2021-12-22,"Torino","Alessandro Buongiorno","Pitch",64,4e+06
2022-02-18,"Torino","Alessandro Buongiorno","Bench",2,4e+06
2021-09-19,"Cagliari","Alessandro Deiola","Pitch",90,2e+06
2022-02-06,"Cagliari","Alessandro Deiola","Pitch",89,2e+06
2021-10-24,"Cagliari","Alessandro Deiola","Pitch",57,2e+06
2021-11-01,"Cagliari","Alessandro Deiola","Pitch",68,2e+06
2021-11-21,"Cagliari","Alessandro Deiola","Bench",13,2e+06
2021-08-23,"Cagliari","Alessandro Deiola","Pitch",62,2e+06
2021-10-17,"Cagliari","Alessandro Deiola","Bench",80,2e+06
2022-02-27,"Cagliari","Alessandro Deiola","Pitch",90,2e+06
2022-02-21,"Cagliari","Alessandro Deiola","Pitch",90,2e+06
2021-11-06,"Cagliari","Alessandro Deiola","Pitch",45,2e+06
2022-03-05,"Cagliari","Alessandro Deiola","Pitch",56,2e+06
2021-09-12,"Cagliari","Alessandro Deiola","Pitch",90,2e+06
2021-09-26,"Cagliari","Alessandro Deiola","Pitch",67,2e+06
2021-12-18,"Cagliari","Alessandro Deiola","Bench",21,2e+06
2021-12-21,"Cagliari","Alessandro Deiola","Pitch",70,2e+06
2022-01-16,"Cagliari","Alessandro Deiola","Pitch",90,2e+06
2022-01-06,"Cagliari","Alessandro Deiola","Pitch",74,2e+06
2021-09-22,"Cagliari","Alessandro Deiola","Pitch",45,2e+06
2021-08-29,"Cagliari","Alessandro Deiola","Pitch",84,2e+06
2022-01-11,"Cagliari","Alessandro Deiola","Pitch",62,2e+06
2021-10-01,"Cagliari","Alessandro Deiola","Pitch",71,2e+06
2021-12-12,"Cagliari","Alessandro Deiola","Pitch",81,2e+06
2021-10-27,"Cagliari","Alessandro Deiola","Pitch",81,2e+06
2021-11-26,"Cagliari","Alessandro Deiola","Bench",9,2e+06
2022-01-23,"Milan","Alessandro Florenzi","Bench",15,7e+06
2021-11-20,"Milan","Alessandro Florenzi","Bench",35,7e+06
2022-03-06,"Milan","Alessandro Florenzi","Bench",11,7e+06
2021-09-19,"Milan","Alessandro Florenzi","Bench",28,7e+06
2021-09-22,"Milan","Alessandro Florenzi","Pitch",58,7e+06
2022-02-19,"Milan","Alessandro Florenzi","Bench",18,7e+06
2022-01-06,"Milan","Alessandro Florenzi","Pitch",77,7e+06
2021-08-29,"Milan","Alessandro Florenzi","Bench",23,7e+06
2021-09-12,"Milan","Alessandro Florenzi","Pitch",60,7e+06
2021-12-01,"Milan","Alessandro Florenzi","Bench",45,7e+06
2022-01-17,"Milan","Alessandro Florenzi","Pitch",69,7e+06
2022-01-09,"Milan","Alessandro Florenzi","Pitch",87,7e+06
2021-08-23,"Milan","Alessandro Florenzi","Bench",10,7e+06
2021-12-22,"Milan","Alessandro Florenzi","Pitch",63,7e+06
2022-02-13,"Milan","Alessandro Florenzi","Pitch",87,7e+06
2021-12-19,"Milan","Alessandro Florenzi","Pitch",85,7e+06
2021-11-28,"Milan","Alessandro Florenzi","Pitch",67,7e+06
2021-12-11,"Milan","Alessandro Florenzi","Pitch",90,7e+06
2021-12-04,"Milan","Alessandro Florenzi","Pitch",90,7e+06
2022-01-23,"Napoli","Alessandro Zanoli","Bench",15,1e+06
2022-02-21,"Napoli","Alessandro Zanoli","Bench",8,1e+06
2021-09-20,"Napoli","Alessandro Zanoli","Bench",5,1e+06
2022-01-06,"Napoli","Alessandro Zanoli","Bench",1,1e+06
2021-10-31,"Napoli","Alessandro Zanoli","Bench",1,1e+06
2021-12-21,"Cagliari","Alessio Cragno","Pitch",90,1.4e+07
2021-10-24,"Cagliari","Alessio Cragno","Pitch",90,1.4e+07
2021-08-23,"Cagliari","Alessio Cragno","Pitch",90,1.4e+07
2021-09-22,"Cagliari","Alessio Cragno","Pitch",90,1.4e+07
2021-09-12,"Cagliari","Alessio Cragno","Pitch",90,1.4e+07
2021-12-12,"Cagliari","Alessio Cragno","Pitch",90,1.4e+07
2021-12-18,"Cagliari","Alessio Cragno","Pitch",90,1.4e+07
2022-02-27,"Cagliari","Alessio Cragno","Pitch",90,1.4e+07
2021-10-17,"Cagliari","Alessio Cragno","Pitch",90,1.4e+07
2021-12-06,"Cagliari","Alessio Cragno","Pitch",90,1.4e+07
2022-02-13,"Cagliari","Alessio Cragno","Pitch",90,1.4e+07
2022-01-11,"Cagliari","Alessio Cragno","Pitch",90,1.4e+07
2021-11-21,"Cagliari","Alessio Cragno","Pitch",90,1.4e+07
2021-09-19,"Cagliari","Alessio Cragno","Pitch",90,1.4e+07
2022-01-06,"Cagliari","Alessio Cragno","Pitch",90,1.4e+07
2022-01-16,"Cagliari","Alessio Cragno","Pitch",90,1.4e+07
2022-02-21,"Cagliari","Alessio Cragno","Pitch",90,1.4e+07
2021-11-01,"Cagliari","Alessio Cragno","Pitch",90,1.4e+07
2021-10-01,"Cagliari","Alessio Cragno","Pitch",90,1.4e+07
2021-11-06,"Cagliari","Alessio Cragno","Pitch",90,1.4e+07
2021-10-27,"Cagliari","Alessio Cragno","Pitch",90,1.4e+07
2021-11-26,"Cagliari","Alessio Cragno","Pitch",90,1.4e+07
2021-09-26,"Cagliari","Alessio Cragno","Pitch",90,1.4e+07
2022-02-06,"Cagliari","Alessio Cragno","Pitch",90,1.4e+07
2022-03-05,"Cagliari","Alessio Cragno","Pitch",90,1.4e+07
2022-02-19,"Milan","Alessio Romagnoli","Pitch",90,2e+07
2022-02-13,"Milan","Alessio Romagnoli","Pitch",90,2e+07
2021-08-23,"Milan","Alessio Romagnoli","Bench",3,2e+07
2021-12-19,"Milan","Alessio Romagnoli","Pitch",90,2e+07
2022-01-23,"Milan","Alessio Romagnoli","Pitch",90,2e+07
2021-09-19,"Milan","Alessio Romagnoli","Pitch",90,2e+07
2022-02-25,"Milan","Alessio Romagnoli","Pitch",90,2e+07
2021-09-25,"Milan","Alessio Romagnoli","Pitch",90,2e+07
2021-12-22,"Milan","Alessio Romagnoli","Pitch",90,2e+07
2021-09-12,"Milan","Alessio Romagnoli","Pitch",90,2e+07
2021-12-11,"Milan","Alessio Romagnoli","Pitch",90,2e+07
2021-10-26,"Milan","Alessio Romagnoli","Pitch",45,2e+07
2022-02-05,"Milan","Alessio Romagnoli","Pitch",90,2e+07
2021-09-22,"Milan","Alessio Romagnoli","Pitch",90,2e+07
2021-10-31,"Milan","Alessio Romagnoli","Bench",15,2e+07
2021-11-28,"Milan","Alessio Romagnoli","Pitch",76,2e+07
2021-12-04,"Milan","Alessio Romagnoli","Pitch",90,2e+07
2021-10-16,"Milan","Alessio Romagnoli","Pitch",90,2e+07
2022-01-15,"Sampdoria","Alex Ferrari","Pitch",77,1500000
2022-03-05,"Sampdoria","Alex Ferrari","Bench",19,1500000
2022-01-23,"Sampdoria","Alex Ferrari","Pitch",89,1500000
2022-02-19,"Sampdoria","Alex Ferrari","Pitch",90,1500000
2021-11-27,"Sampdoria","Alex Ferrari","Pitch",34,1500000
2021-10-22,"Sampdoria","Alex Ferrari","Bench",4,1500000
2021-12-05,"Sampdoria","Alex Ferrari","Pitch",45,1500000
2022-02-28,"Sampdoria","Alex Ferrari","Pitch",75,1500000
2021-11-30,"Sampdoria","Alex Ferrari","Pitch",83,1500000
2022-02-06,"Sampdoria","Alex Ferrari","Pitch",90,1500000
2021-11-21,"Sampdoria","Alex Ferrari","Pitch",64,1500000
2021-12-22,"Sampdoria","Alex Ferrari","Bench",54,1500000
2022-01-06,"Sampdoria","Alex Ferrari","Pitch",71,1500000
2022-01-09,"Sampdoria","Alex Ferrari","Pitch",88,1500000
2022-01-17,"Napoli","Alex Meret","Pitch",90,1.5e+07
