"Matchday","Team","Player_Name","Starting","Min","TMValue"
2021-10-17,"Udinese","Rodrigo Becão","Pitch",90,5e+06
2021-11-07,"Roma","Roger Ibanez","Pitch",90,2.5e+07
2021-10-31,"Roma","Roger Ibanez","Pitch",90,2.5e+07
2021-11-28,"Roma","Roger Ibanez","Pitch",90,2.5e+07
2021-11-21,"Roma","Roger Ibanez","Pitch",90,2.5e+07
2022-01-23,"Roma","Roger Ibanez","Pitch",90,2.5e+07
2022-02-05,"Roma","Roger Ibanez","Pitch",90,2.5e+07
2022-01-06,"Roma","Roger Ibanez","Pitch",90,2.5e+07
2022-03-05,"Roma","Roger Ibanez","Bench",7,2.5e+07
2021-12-13,"Roma","Roger Ibanez","Pitch",90,2.5e+07
2021-10-27,"Roma","Roger Ibanez","Pitch",90,2.5e+07
2021-10-17,"Roma","Roger Ibanez","Pitch",90,2.5e+07
2021-08-22,"Roma","Roger Ibanez","Pitch",90,2.5e+07
2021-08-29,"Roma","Roger Ibanez","Pitch",90,2.5e+07
2021-09-23,"Roma","Roger Ibanez","Pitch",90,2.5e+07
2021-10-24,"Roma","Roger Ibanez","Pitch",90,2.5e+07
2021-09-26,"Roma","Roger Ibanez","Pitch",90,2.5e+07
2021-09-19,"Roma","Roger Ibanez","Pitch",90,2.5e+07
2021-12-01,"Roma","Roger Ibanez","Pitch",90,2.5e+07
2022-01-09,"Roma","Roger Ibanez","Pitch",90,2.5e+07
2021-10-03,"Roma","Roger Ibanez","Bench",1,2.5e+07
2021-12-04,"Roma","Roger Ibanez","Pitch",90,2.5e+07
2021-09-12,"Roma","Roger Ibanez","Pitch",90,2.5e+07
2021-12-22,"Roma","Roger Ibanez","Pitch",90,2.5e+07
2021-12-18,"Roma","Roger Ibanez","Pitch",90,2.5e+07
2021-10-23,"Sassuolo","Rogério","Pitch",90,6e+06
2021-08-21,"Sassuolo","Rogério","Pitch",90,6e+06
2022-01-16,"Sassuolo","Rogério","Pitch",90,6e+06
2021-10-27,"Sassuolo","Rogério","Pitch",90,6e+06
2021-11-07,"Sassuolo","Rogério","Pitch",90,6e+06
2021-10-02,"Sassuolo","Rogério","Pitch",90,6e+06
2021-09-26,"Sassuolo","Rogério","Pitch",90,6e+06
2022-01-23,"Sassuolo","Rogério","Bench",9,6e+06
2021-08-29,"Sassuolo","Rogério","Pitch",90,6e+06
2021-12-12,"Sassuolo","Rogério","Pitch",90,6e+06
2022-01-09,"Sassuolo","Rogério","Pitch",76,6e+06
2021-09-12,"Sassuolo","Rogério","Pitch",90,6e+06
2021-10-17,"Sassuolo","Rogério","Pitch",90,6e+06
2021-09-17,"Sassuolo","Rogério","Pitch",64,6e+06
2021-12-22,"Sassuolo","Rogério","Pitch",86,6e+06
2021-11-21,"Sassuolo","Rogério","Pitch",84,6e+06
2021-12-01,"Sassuolo","Rogério","Pitch",60,6e+06
2022-01-06,"Sassuolo","Rogério","Pitch",90,6e+06
2021-09-17,"Torino","Rolando Mandragora","Bench",14,1.4e+07
2021-12-19,"Torino","Rolando Mandragora","Bench",12,1.4e+07
2021-10-17,"Torino","Rolando Mandragora","Pitch",7,1.4e+07
2021-12-22,"Torino","Rolando Mandragora","Bench",26,1.4e+07
2021-08-28,"Torino","Rolando Mandragora","Pitch",90,1.4e+07
2022-01-15,"Torino","Rolando Mandragora","Pitch",90,1.4e+07
2022-02-06,"Torino","Rolando Mandragora","Pitch",89,1.4e+07
2021-09-27,"Torino","Rolando Mandragora","Bench",20,1.4e+07
2022-01-23,"Torino","Rolando Mandragora","Pitch",69,1.4e+07
2021-08-21,"Torino","Rolando Mandragora","Pitch",90,1.4e+07
2022-01-10,"Torino","Rolando Mandragora","Pitch",90,1.4e+07
2022-02-18,"Torino","Rolando Mandragora","Pitch",90,1.4e+07
2021-10-02,"Torino","Rolando Mandragora","Pitch",90,1.4e+07
2021-09-23,"Torino","Rolando Mandragora","Pitch",61,1.4e+07
2021-09-12,"Torino","Rolando Mandragora","Pitch",90,1.4e+07
2022-03-06,"Torino","Rolando Mandragora","Pitch",90,1.4e+07
2022-02-06,"Sampdoria","Ronaldo Vieira","Bench",16,3500000
2022-02-28,"Sampdoria","Ronaldo Vieira","Bench",15,3500000
2022-03-05,"Sampdoria","Ronaldo Vieira","Bench",24,3500000
2022-02-13,"Sampdoria","Ronaldo Vieira","Bench",38,3500000
2022-01-23,"Sampdoria","Ronaldo Vieira","Bench",14,3500000
2022-02-19,"Sampdoria","Ronaldo Vieira","Bench",5,3500000
2021-12-04,"Roma","Rui Patrício","Pitch",90,8e+06
2022-02-19,"Roma","Rui Patrício","Pitch",90,8e+06
2021-08-22,"Roma","Rui Patrício","Pitch",90,8e+06
2022-01-23,"Roma","Rui Patrício","Pitch",90,8e+06
2021-10-27,"Roma","Rui Patrício","Pitch",90,8e+06
2021-08-29,"Roma","Rui Patrício","Pitch",90,8e+06
2021-10-03,"Roma","Rui Patrício","Pitch",90,8e+06
2021-12-22,"Roma","Rui Patrício","Pitch",90,8e+06
2021-09-23,"Roma","Rui Patrício","Pitch",90,8e+06
2021-12-13,"Roma","Rui Patrício","Pitch",90,8e+06
2021-12-01,"Roma","Rui Patrício","Pitch",90,8e+06
2021-10-31,"Roma","Rui Patrício","Pitch",90,8e+06
2021-11-28,"Roma","Rui Patrício","Pitch",90,8e+06
2022-02-05,"Roma","Rui Patrício","Pitch",90,8e+06
2021-12-18,"Roma","Rui Patrício","Pitch",90,8e+06
2022-01-09,"Roma","Rui Patrício","Pitch",90,8e+06
2021-11-07,"Roma","Rui Patrício","Pitch",90,8e+06
2021-09-19,"Roma","Rui Patrício","Pitch",90,8e+06
2021-10-24,"Roma","Rui Patrício","Pitch",90,8e+06
2021-11-21,"Roma","Rui Patrício","Pitch",90,8e+06
2021-09-12,"Roma","Rui Patrício","Pitch",90,8e+06
2022-03-05,"Roma","Rui Patrício","Pitch",90,8e+06
2022-01-16,"Roma","Rui Patrício","Pitch",90,8e+06
2022-02-27,"Roma","Rui Patrício","Pitch",90,8e+06
2022-02-13,"Roma","Rui Patrício","Pitch",90,8e+06
2021-09-26,"Roma","Rui Patrício","Pitch",90,8e+06
2022-01-06,"Roma","Rui Patrício","Pitch",90,8e+06
2021-10-17,"Roma","Rui Patrício","Pitch",90,8e+06
2021-12-18,"Atalanta","Ruslan Malinovskyi","Bench",45,3e+07
2022-03-05,"Atalanta","Ruslan Malinovskyi","Bench",31,3e+07
2021-10-03,"Atalanta","Ruslan Malinovskyi","Pitch",55,3e+07
2021-09-18,"Atalanta","Ruslan Malinovskyi","Pitch",57,3e+07
2021-09-21,"Atalanta","Ruslan Malinovskyi","Pitch",62,3e+07
2021-08-28,"Atalanta","Ruslan Malinovskyi","Pitch",64,3e+07
2021-10-27,"Atalanta","Ruslan Malinovskyi","Pitch",77,3e+07
2021-08-21,"Atalanta","Ruslan Malinovskyi","Pitch",75,3e+07
2021-11-20,"Atalanta","Ruslan Malinovskyi","Bench",31,3e+07
2021-12-21,"Atalanta","Ruslan Malinovskyi","Pitch",64,3e+07
2021-10-24,"Atalanta","Ruslan Malinovskyi","Pitch",85,3e+07
2022-02-06,"Atalanta","Ruslan Malinovskyi","Pitch",90,3e+07
2021-10-30,"Atalanta","Ruslan Malinovskyi","Bench",32,3e+07
2022-01-09,"Atalanta","Ruslan Malinovskyi","Pitch",90,3e+07
2021-11-27,"Atalanta","Ruslan Malinovskyi","Pitch",86,3e+07
2022-02-20,"Atalanta","Ruslan Malinovskyi","Pitch",90,3e+07
2021-10-17,"Atalanta","Ruslan Malinovskyi","Bench",23,3e+07
2021-09-11,"Atalanta","Ruslan Malinovskyi","Bench",41,3e+07
2021-11-06,"Atalanta","Ruslan Malinovskyi","Pitch",62,3e+07
2022-02-13,"Atalanta","Ruslan Malinovskyi","Bench",31,3e+07
2021-12-04,"Atalanta","Ruslan Malinovskyi","Pitch",72,3e+07
2021-09-25,"Atalanta","Ruslan Malinovskyi","Pitch",61,3e+07
2021-08-23,"Spezia","Salvador Ferrer","Pitch",84,1300000
2022-01-09,"Spezia","Salvador Ferrer","Bench",2,1300000
2022-02-27,"Spezia","Salvador Ferrer","Bench",45,1300000
2022-03-06,"Spezia","Salvador Ferrer","Pitch",90,1300000
2021-12-01,"Spezia","Salvador Ferrer","Bench",45,1300000
2021-08-28,"Spezia","Salvador Ferrer","Pitch",90,1300000
2021-09-12,"Spezia","Salvador Ferrer","Pitch",90,1300000
2022-01-17,"Spezia","Salvador Ferrer","Bench",15,1300000
2021-10-03,"Spezia","Salvador Ferrer","Pitch",90,1300000
2021-10-16,"Spezia","Salvador Ferrer","Pitch",90,1300000
2022-02-21,"Spezia","Salvador Ferrer","Pitch",90,1300000
2021-10-22,"Spezia","Salvador Ferrer","Pitch",90,1300000
2021-09-25,"Spezia","Salvador Ferrer","Bench",26,1300000
2021-11-28,"Spezia","Salvador Ferrer","Bench",16,1300000
2021-09-22,"Spezia","Salvador Ferrer","Pitch",90,1300000
2021-09-19,"Spezia","Salvador Ferrer","Pitch",90,1300000
2021-10-31,"Spezia","Salvador Ferrer","Pitch",45,1300000
2021-11-06,"Spezia","Salvador Ferrer","Bench",1,1300000
2022-01-23,"Spezia","Salvador Ferrer","Bench",17,1300000
2021-10-26,"Spezia","Salvador Ferrer","Pitch",90,1300000
2021-10-22,"Genoa","Salvatore Sirigu","Pitch",90,1500000
2022-01-06,"Genoa","Salvatore Sirigu","Pitch",90,1500000
2022-02-05,"Genoa","Salvatore Sirigu","Pitch",90,1500000
2021-12-17,"Genoa","Salvatore Sirigu","Pitch",90,1500000
2021-10-31,"Genoa","Salvatore Sirigu","Pitch",90,1500000
2021-12-10,"Genoa","Salvatore Sirigu","Pitch",90,1500000
2021-10-17,"Genoa","Salvatore Sirigu","Pitch",90,1500000
2022-02-25,"Genoa","Salvatore Sirigu","Pitch",90,1500000
2021-11-05,"Genoa","Salvatore Sirigu","Pitch",90,1500000
2022-02-13,"Genoa","Salvatore Sirigu","Pitch",90,1500000
2021-10-26,"Genoa","Salvatore Sirigu","Pitch",90,1500000
2021-08-29,"Genoa","Salvatore Sirigu","Pitch",90,1500000
2022-01-22,"Genoa","Salvatore Sirigu","Pitch",90,1500000
2021-09-18,"Genoa","Salvatore Sirigu","Pitch",90,1500000
2021-12-21,"Genoa","Salvatore Sirigu","Pitch",90,1500000
2021-09-21,"Genoa","Salvatore Sirigu","Pitch",90,1500000
2021-09-12,"Genoa","Salvatore Sirigu","Pitch",90,1500000
2022-01-17,"Genoa","Salvatore Sirigu","Pitch",90,1500000
2021-11-21,"Genoa","Salvatore Sirigu","Pitch",90,1500000
2021-09-25,"Genoa","Salvatore Sirigu","Pitch",90,1500000
2021-12-01,"Genoa","Salvatore Sirigu","Pitch",90,1500000
2022-02-20,"Genoa","Salvatore Sirigu","Pitch",90,1500000
2021-10-02,"Genoa","Salvatore Sirigu","Pitch",90,1500000
2022-01-09,"Genoa","Salvatore Sirigu","Pitch",90,1500000
2021-08-21,"Genoa","Salvatore Sirigu","Pitch",90,1500000
2021-11-28,"Genoa","Salvatore Sirigu","Pitch",90,1500000
2021-12-05,"Genoa","Salvatore Sirigu","Pitch",90,1500000
2022-03-06,"Genoa","Salvatore Sirigu","Pitch",90,1500000
2021-10-27,"Internazionale","Samir Handanović","Pitch",90,2500000
2021-10-02,"Internazionale","Samir Handanović","Pitch",90,2500000
2022-02-05,"Internazionale","Samir Handanović","Pitch",90,2500000
2021-11-27,"Internazionale","Samir Handanović","Pitch",90,2500000
2021-09-12,"Internazionale","Samir Handanović","Pitch",90,2500000
2021-12-01,"Internazionale","Samir Handanović","Pitch",90,2500000
2021-10-16,"Internazionale","Samir Handanović","Pitch",90,2500000
2021-09-21,"Internazionale","Samir Handanović","Pitch",90,2500000
2022-02-20,"Internazionale","Samir Handanović","Pitch",90,2500000
2021-08-21,"Internazionale","Samir Handanović","Pitch",90,2500000
2021-12-22,"Internazionale","Samir Handanović","Pitch",90,2500000
2021-10-31,"Internazionale","Samir Handanović","Pitch",90,2500000
2021-08-27,"Internazionale","Samir Handanović","Pitch",90,2500000
2021-12-17,"Internazionale","Samir Handanović","Pitch",90,2500000
2022-01-09,"Internazionale","Samir Handanović","Pitch",90,2500000
2021-11-21,"Internazionale","Samir Handanović","Pitch",90,2500000
2022-01-22,"Internazionale","Samir Handanović","Pitch",90,2500000
2021-12-12,"Internazionale","Samir Handanović","Pitch",90,2500000
2021-12-04,"Internazionale","Samir Handanović","Pitch",90,2500000
2022-02-12,"Internazionale","Samir Handanović","Pitch",90,2500000
2022-02-25,"Internazionale","Samir Handanović","Pitch",90,2500000
2021-09-18,"Internazionale","Samir Handanović","Pitch",90,2500000
2021-09-25,"Internazionale","Samir Handanović","Pitch",90,2500000
2022-03-04,"Internazionale","Samir Handanović","Pitch",90,2500000
2022-01-16,"Internazionale","Samir Handanović","Pitch",90,2500000
2021-11-07,"Internazionale","Samir Handanović","Pitch",90,2500000
2021-10-24,"Internazionale","Samir Handanović","Pitch",90,2500000
2021-12-19,"Milan","Samu Castillejo","Bench",12,5500000
2021-10-16,"Milan","Samu Castillejo","Bench",45,5500000
2021-08-29,"Milan","Samu Castillejo","Bench",1,5500000
2021-12-11,"Milan","Samu Castillejo","Bench",22,5500000
2021-10-23,"Milan","Samu Castillejo","Pitch",45,5500000
2021-10-03,"Empoli","Samuele Ricci","Pitch",90,1.2e+07
2022-01-16,"Empoli","Samuele Ricci","Pitch",90,1.2e+07
2021-09-19,"Empoli","Samuele Ricci","Pitch",90,1.2e+07
2021-12-02,"Empoli","Samuele Ricci","Pitch",90,1.2e+07
2021-08-28,"Empoli","Samuele Ricci","Pitch",90,1.2e+07
2022-02-27,"Torino","Samuele Ricci","Bench",6,1.2e+07
2021-11-27,"Empoli","Samuele Ricci","Pitch",90,1.2e+07
2021-12-19,"Empoli","Samuele Ricci","Pitch",90,1.2e+07
2021-12-06,"Empoli","Samuele Ricci","Pitch",71,1.2e+07
2022-01-23,"Empoli","Samuele Ricci","Pitch",90,1.2e+07
2021-11-22,"Empoli","Samuele Ricci","Bench",34,1.2e+07
2021-10-23,"Empoli","Samuele Ricci","Pitch",90,1.2e+07
2021-09-26,"Empoli","Samuele Ricci","Pitch",90,1.2e+07
2022-01-06,"Empoli","Samuele Ricci","Pitch",72,1.2e+07
2021-09-11,"Empoli","Samuele Ricci","Pitch",61,1.2e+07
2021-10-27,"Empoli","Samuele Ricci","Pitch",51,1.2e+07
2021-12-12,"Empoli","Samuele Ricci","Bench",27,1.2e+07
2021-11-05,"Empoli","Samuele Ricci","Bench",32,1.2e+07
2021-09-22,"Empoli","Samuele Ricci","Pitch",63,1.2e+07
2021-08-21,"Empoli","Samuele Ricci","Pitch",90,1.2e+07
2021-12-22,"Empoli","Samuele Ricci","Pitch",84,1.2e+07
2022-01-09,"Empoli","Samuele Ricci","Bench",45,1.2e+07
2022-03-06,"Torino","Samuele Ricci","Pitch",90,1.2e+07
2021-10-31,"Milan","Sandro Tonali","Bench",15,3.5e+07
2021-10-23,"Milan","Sandro Tonali","Pitch",45,3.5e+07
2021-08-23,"Milan","Sandro Tonali","Pitch",90,3.5e+07
2022-01-23,"Milan","Sandro Tonali","Pitch",90,3.5e+07
2021-10-16,"Milan","Sandro Tonali","Bench",9,3.5e+07
2022-02-13,"Milan","Sandro Tonali","Pitch",90,3.5e+07
2021-11-07,"Milan","Sandro Tonali","Pitch",70,3.5e+07
2022-01-06,"Milan","Sandro Tonali","Pitch",90,3.5e+07
2021-09-25,"Milan","Sandro Tonali","Pitch",90,3.5e+07
2021-09-22,"Milan","Sandro Tonali","Pitch",90,3.5e+07
2022-02-05,"Milan","Sandro Tonali","Pitch",90,3.5e+07
2022-02-19,"Milan","Sandro Tonali","Pitch",90,3.5e+07
2021-11-28,"Milan","Sandro Tonali","Bench",31,3.5e+07
2021-12-22,"Milan","Sandro Tonali","Pitch",63,3.5e+07
2021-12-19,"Milan","Sandro Tonali","Pitch",77,3.5e+07
2022-02-25,"Milan","Sandro Tonali","Pitch",90,3.5e+07
2022-03-06,"Milan","Sandro Tonali","Pitch",67,3.5e+07
2021-12-01,"Milan","Sandro Tonali","Pitch",75,3.5e+07
2021-09-12,"Milan","Sandro Tonali","Pitch",90,3.5e+07
2021-12-04,"Milan","Sandro Tonali","Bench",12,3.5e+07
2021-10-26,"Milan","Sandro Tonali","Pitch",64,3.5e+07
2021-08-29,"Milan","Sandro Tonali","Pitch",67,3.5e+07
2021-11-20,"Milan","Sandro Tonali","Pitch",73,3.5e+07
2022-01-09,"Milan","Sandro Tonali","Pitch",90,3.5e+07
2021-12-11,"Milan","Sandro Tonali","Bench",45,3.5e+07
2021-10-03,"Milan","Sandro Tonali","Pitch",79,3.5e+07
2021-09-19,"Milan","Sandro Tonali","Pitch",90,3.5e+07
2021-10-30,"Torino","Saša Lukić","Pitch",90,8e+06
2021-09-17,"Torino","Saša Lukić","Pitch",90,8e+06
2021-08-28,"Torino","Saša Lukić","Pitch",90,8e+06
2021-09-12,"Torino","Saša Lukić","Pitch",90,8e+06
2022-02-18,"Torino","Saša Lukić","Pitch",90,8e+06
2022-01-15,"Torino","Saša Lukić","Pitch",90,8e+06
2021-11-28,"Torino","Saša Lukić","Pitch",90,8e+06
2022-02-06,"Torino","Saša Lukić","Pitch",90,8e+06
2022-01-10,"Torino","Saša Lukić","Pitch",90,8e+06
2021-11-22,"Torino","Saša Lukić","Pitch",90,8e+06
2021-11-06,"Torino","Saša Lukić","Pitch",90,8e+06
2021-12-22,"Torino","Saša Lukić","Pitch",90,8e+06
2021-12-06,"Torino","Saša Lukić","Pitch",90,8e+06
2021-10-26,"Torino","Saša Lukić","Pitch",90,8e+06
2021-08-21,"Torino","Saša Lukić","Pitch",45,8e+06
2021-10-22,"Torino","Saša Lukić","Pitch",90,8e+06
2021-12-12,"Torino","Saša Lukić","Pitch",90,8e+06
2021-12-02,"Torino","Saša Lukić","Pitch",90,8e+06
2021-09-27,"Torino","Saša Lukić","Pitch",90,8e+06
2021-09-23,"Torino","Saša Lukić","Bench",29,8e+06
2021-12-19,"Torino","Saša Lukić","Pitch",90,8e+06
2022-01-23,"Torino","Saša Lukić","Pitch",90,8e+06
2021-10-17,"Torino","Saša Lukić","Pitch",90,8e+06
2022-02-27,"Torino","Saša Lukić","Pitch",84,8e+06
2021-10-02,"Torino","Saša Lukić","Pitch",64,8e+06
2021-09-12,"Cagliari","Sebastian Walukiewicz","Pitch",45,7e+06
2021-08-23,"Cagliari","Sebastian Walukiewicz","Pitch",62,7e+06
2021-09-19,"Cagliari","Sebastian Walukiewicz","Bench",35,7e+06
2021-09-22,"Cagliari","Sebastian Walukiewicz","Pitch",69,7e+06
2021-09-26,"Cagliari","Sebastian Walukiewicz","Pitch",67,7e+06
2021-12-12,"Empoli","Sebastiano Luperto","Pitch",80,2500000
2021-12-22,"Empoli","Sebastiano Luperto","Pitch",90,2500000
2021-11-27,"Empoli","Sebastiano Luperto","Pitch",90,2500000
2022-01-06,"Empoli","Sebastiano Luperto","Pitch",90,2500000
2021-08-28,"Empoli","Sebastiano Luperto","Pitch",90,2500000
2021-11-22,"Empoli","Sebastiano Luperto","Pitch",90,2500000
2021-09-19,"Empoli","Sebastiano Luperto","Pitch",90,2500000
2021-12-02,"Empoli","Sebastiano Luperto","Pitch",90,2500000
2021-09-11,"Empoli","Sebastiano Luperto","Pitch",90,2500000
2021-10-23,"Empoli","Sebastiano Luperto","Pitch",90,2500000
2021-10-27,"Empoli","Sebastiano Luperto","Pitch",90,2500000
2021-12-06,"Empoli","Sebastiano Luperto","Bench",10,2500000
2022-03-06,"Empoli","Sebastiano Luperto","Pitch",90,2500000
2022-02-26,"Empoli","Sebastiano Luperto","Pitch",90,2500000
2021-09-26,"Empoli","Sebastiano Luperto","Bench",12,2500000
2021-12-19,"Empoli","Sebastiano Luperto","Pitch",90,2500000
2021-12-17,"Lazio","Sergej Milinković-Savić","Pitch",90,7e+07
2021-09-26,"Lazio","Sergej Milinković-Savić","Pitch",90,7e+07
2022-02-27,"Lazio","Sergej Milinković-Savić","Pitch",90,7e+07
2021-10-30,"Lazio","Sergej Milinković-Savić","Pitch",90,7e+07
2021-09-12,"Lazio","Sergej Milinković-Savić","Pitch",73,7e+07
2022-01-09,"Lazio","Sergej Milinković-Savić","Pitch",90,7e+07
2021-11-07,"Lazio","Sergej Milinković-Savić","Pitch",77,7e+07
2021-10-03,"Lazio","Sergej Milinković-Savić","Pitch",57,7e+07
2021-08-21,"Lazio","Sergej Milinković-Savić","Pitch",69,7e+07
2022-02-20,"Lazio","Sergej Milinković-Savić","Pitch",90,7e+07
2022-01-22,"Lazio","Sergej Milinković-Savić","Pitch",90,7e+07
2021-12-02,"Lazio","Sergej Milinković-Savić","Pitch",90,7e+07
2021-10-27,"Lazio","Sergej Milinković-Savić","Pitch",78,7e+07
2021-09-23,"Lazio","Sergej Milinković-Savić","Bench",45,7e+07
2022-02-05,"Lazio","Sergej Milinković-Savić","Pitch",90,7e+07
2022-01-15,"Lazio","Sergej Milinković-Savić","Pitch",90,7e+07
2021-12-22,"Lazio","Sergej Milinković-Savić","Pitch",90,7e+07
2021-10-24,"Lazio","Sergej Milinković-Savić","Pitch",90,7e+07
2021-11-20,"Lazio","Sergej Milinković-Savić","Pitch",90,7e+07
2022-02-12,"Lazio","Sergej Milinković-Savić","Pitch",81,7e+07
2021-11-28,"Lazio","Sergej Milinković-Savić","Pitch",60,7e+07
2022-03-05,"Lazio","Sergej Milinković-Savić","Pitch",90,7e+07
2022-01-06,"Lazio","Sergej Milinković-Savić","Pitch",90,7e+07
2021-12-05,"Lazio","Sergej Milinković-Savić","Pitch",66,7e+07
2021-10-16,"Lazio","Sergej Milinković-Savić","Pitch",90,7e+07
2021-08-28,"Lazio","Sergej Milinković-Savić","Pitch",70,7e+07
2021-09-19,"Lazio","Sergej Milinković-Savić","Pitch",90,7e+07
2021-11-30,"Venezia","Sergio Romero","Pitch",90,1e+06
2021-12-22,"Venezia","Sergio Romero","Pitch",90,1e+06
2022-01-09,"Venezia","Sergio Romero","Pitch",90,1e+06
2021-11-21,"Venezia","Sergio Romero","Pitch",90,1e+06
2021-12-11,"Venezia","Sergio Romero","Pitch",90,1e+06
2021-12-19,"Venezia","Sergio Romero","Pitch",90,1e+06
2021-12-05,"Venezia","Sergio Romero","Pitch",90,1e+06
2022-02-20,"Venezia","Sergio Romero","Pitch",90,1e+06
2021-10-18,"Venezia","Sergio Romero","Pitch",90,1e+06
2021-11-27,"Venezia","Sergio Romero","Pitch",90,1e+06
2021-10-31,"Venezia","Sergio Romero","Pitch",90,1e+06
2022-02-27,"Venezia","Sergio Romero","Pitch",90,1e+06
2021-10-23,"Venezia","Sergio Romero","Pitch",90,1e+06
2022-03-06,"Venezia","Sergio Romero","Pitch",90,1e+06
2021-10-26,"Venezia","Sergio Romero","Pitch",90,1e+06
2021-11-07,"Venezia","Sergio Romero","Pitch",90,1e+06
2021-11-20,"Milan","Simon Kjær","Pitch",90,8e+06
2021-10-23,"Milan","Simon Kjær","Pitch",90,8e+06
2021-10-31,"Milan","Simon Kjær","Pitch",90,8e+06
2021-11-07,"Milan","Simon Kjær","Pitch",90,8e+06
2021-08-23,"Milan","Simon Kjær","Pitch",90,8e+06
2021-10-26,"Milan","Simon Kjær","Bench",45,8e+06
2021-10-03,"Milan","Simon Kjær","Pitch",90,8e+06
2021-09-19,"Milan","Simon Kjær","Pitch",34,8e+06
2021-12-01,"Milan","Simon Kjær","Pitch",3,8e+06
2021-08-29,"Milan","Simon Kjær","Pitch",90,8e+06
2021-11-28,"Milan","Simon Kjær","Pitch",90,8e+06
2021-10-03,"Spezia","Simone Bastoni","Pitch",81,5e+06
2021-12-19,"Spezia","Simone Bastoni","Pitch",71,5e+06
2022-01-06,"Spezia","Simone Bastoni","Pitch",90,5e+06
2021-12-01,"Spezia","Simone Bastoni","Bench",45,5e+06
2022-03-06,"Spezia","Simone Bastoni","Pitch",90,5e+06
2021-10-31,"Spezia","Simone Bastoni","Pitch",45,5e+06
2021-12-22,"Spezia","Simone Bastoni","Pitch",90,5e+06
2022-02-27,"Spezia","Simone Bastoni","Pitch",62,5e+06
2022-01-09,"Spezia","Simone Bastoni","Pitch",90,5e+06
2021-08-28,"Spezia","Simone Bastoni","Pitch",90,5e+06
2021-08-23,"Spezia","Simone Bastoni","Pitch",90,5e+06
2021-12-13,"Spezia","Simone Bastoni","Bench",38,5e+06
2021-10-26,"Spezia","Simone Bastoni","Pitch",90,5e+06
2021-11-20,"Spezia","Simone Bastoni","Pitch",90,5e+06
2022-02-21,"Spezia","Simone Bastoni","Bench",33,5e+06
2021-10-22,"Spezia","Simone Bastoni","Pitch",90,5e+06
2021-09-12,"Spezia","Simone Bastoni","Pitch",85,5e+06
2021-09-25,"Spezia","Simone Bastoni","Pitch",90,5e+06
2021-12-05,"Spezia","Simone Bastoni","Bench",3,5e+06
2021-11-28,"Spezia","Simone Bastoni","Pitch",90,5e+06
2021-11-06,"Spezia","Simone Bastoni","Pitch",90,5e+06
2022-01-17,"Spezia","Simone Bastoni","Pitch",90,5e+06
2021-09-22,"Spezia","Simone Bastoni","Pitch",90,5e+06
2021-09-19,"Spezia","Simone Bastoni","Pitch",90,5e+06
2022-02-06,"Empoli","Simone Romagnoli","Pitch",90,1200000
2021-09-22,"Empoli","Simone Romagnoli","Pitch",90,1200000
2022-02-19,"Empoli","Simone Romagnoli","Pitch",90,1200000
2021-08-21,"Empoli","Simone Romagnoli","Pitch",90,1200000
2021-10-31,"Empoli","Simone Romagnoli","Bench",4,1200000
2021-10-03,"Empoli","Simone Romagnoli","Pitch",90,1200000
2021-11-22,"Empoli","Simone Romagnoli","Pitch",90,1200000
2021-12-22,"Empoli","Simone Romagnoli","Pitch",90,1200000
2021-12-06,"Empoli","Simone Romagnoli","Bench",25,1200000
2021-12-02,"Empoli","Simone Romagnoli","Pitch",90,1200000
2022-02-13,"Empoli","Simone Romagnoli","Pitch",90,1200000
2021-09-26,"Empoli","Simone Romagnoli","Pitch",90,1200000
2021-10-17,"Empoli","Simone Romagnoli","Pitch",41,1200000
2022-03-06,"Empoli","Simone Romagnoli","Pitch",90,1200000
2022-02-07,"Salernitana","Simone Verdi","Pitch",64,5e+06
2021-10-30,"Torino","Simone Verdi","Bench",5,5e+06
2021-08-28,"Torino","Simone Verdi","Bench",24,5e+06
2022-02-26,"Salernitana","Simone Verdi","Pitch",70,5e+06
2022-03-04,"Salernitana","Simone Verdi","Pitch",59,5e+06
2021-08-21,"Torino","Simone Verdi","Bench",17,5e+06
2022-02-13,"Salernitana","Simone Verdi","Pitch",81,5e+06
2021-11-06,"Torino","Simone Zaza","Bench",17,2e+06
2022-02-12,"Torino","Simone Zaza","Bench",5,2e+06
2021-12-02,"Torino","Simone Zaza","Bench",16,2e+06
2021-12-12,"Torino","Simone Zaza","Bench",3,2e+06
2021-12-06,"Torino","Simone Zaza","Bench",36,2e+06
2021-11-22,"Torino","Simone Zaza","Bench",9,2e+06
2021-11-28,"Torino","Simone Zaza","Bench",14,2e+06
2021-10-26,"Torino","Simone Zaza","Bench",11,2e+06
2022-01-15,"Torino","Simone Zaza","Bench",7,2e+06
2022-01-22,"Venezia","Sofian Kiyine","Bench",26,2300000
2021-10-01,"Venezia","Sofian Kiyine","Pitch",45,2300000
2021-10-31,"Venezia","Sofian Kiyine","Bench",22,2300000
2021-12-11,"Venezia","Sofian Kiyine","Bench",34,2300000
2021-12-05,"Venezia","Sofian Kiyine","Pitch",65,2300000
2022-03-06,"Venezia","Sofian Kiyine","Pitch",63,2300000
2021-11-21,"Venezia","Sofian Kiyine","Bench",32,2300000
2022-01-16,"Venezia","Sofian Kiyine","Pitch",33,2300000
