Matchweek,Match_Date,Home_Team,Away_Team,Win,log_ratio_Value,Cup_Home,Cup_Away,Winvalue,Home_Performance,Away_Performance,Home_Diff_Goals,Away_Diff_Goals,Aprob_TMValue_Costant,Dprob_TMValue_Costant,Hprob_TMValue_Costant,TMValue_Costant_pred,ln_TM_Home,ln_TM_Away,log_ratio_ln_TM,Aprob_TMValue_Lineups,Dprob_TMValue_Lineups,Hprob_TMValue_Lineups,TMValue_Lineups_pred,Elo_Home,Elo_Away,ratio_Elo
3,2021-09-12,Cagliari,Genoa,A,0.17969951472721124,0,0,0,-1.5,-2.0,-3,-5,0.29245715619615814,0.3271263726810682,0.3804164711227736,H,78822222.22222222,36522222.222222224,0.7692740616693476,0.14962714256479526,0.27427846461919025,0.5760943928160145,H,1580.098633,1595.743652,0.9901957817720963
4,2021-09-19,Lazio,Cagliari,D,0.7252517518376667,1,0,1,1.0,-2.0,5,-4,0.26922984445078624,0.3228879974617852,0.40788215808742856,H,200228888.8888889,87055555.55555555,0.8329146721552999,0.2602738172643419,0.3350990355288362,0.40462714720682186,H,1722.52771,1568.45813,1.0982299604006645
4,2021-09-19,Empoli,Sampdoria,A,-0.17633756055720343,0,0,0,-1.0,-2.0,-2,-1,0.42879143359095334,0.3185488681593767,0.25265969824967,A,50205555.55555556,54844444.44444444,-0.08837520624321306,0.38761787326688973,0.3381850112732337,0.2741971154598765,A,1537.751587,1642.356934,0.9363077874032955
4,2021-09-19,Hellas Verona,Roma,H,-1.2096632678575814,0,1,2,-2.0,2.0,-4,7,0.4656674465920382,0.3088005452413666,0.22553200816659524,A,77888888.8888889,244100000.0,-1.1422946677005437,0.43271985251821754,0.3286137646218602,0.23866638285992225,A,1565.210083,1761.04834,0.8887945023701053
4,2021-09-18,Salernitana,Atalanta,A,-1.9190306498533518,0,1,0,-2.0,-0.5,-9,0,0.8056106413834234,0.13668564913768555,0.05770370947889103,A,13762222.222222222,229344444.44444445,-2.8132976795302973,0.9391813837194402,0.045569699085407644,0.0152489171951522,A,1460.932251,1816.819946,0.8041150441002478
4,2021-09-20,Udinese,Napoli,A,-1.5890869508107572,0,1,0,1.5,2.0,4,4,0.7728434579987872,0.15774073995777893,0.0694158020434339,A,55868888.88888889,331388888.8888889,-1.7802849007996582,0.8577874937944675,0.10407970795918275,0.03813279824634974,A,1607.279175,1814.042236,0.8860208120314129
4,2021-09-18,Genoa,Fiorentina,A,-0.764478658565375,0,0,0,-1.0,1.0,-4,0,0.4402212281530407,0.3158015494639193,0.24397722238304004,A,40186666.666666664,145061111.1111111,-1.2836198439215332,0.6412856765253407,0.24073607277915166,0.1179782506955076,A,1601.589722,1637.67395,0.9779661708608114
4,2021-09-18,Internazionale,Bologna,H,1.3504584559425512,1,0,2,1.5,1.5,6,2,0.07115904528647189,0.16071504065775954,0.7681259140557686,H,363022222.2222222,67455555.55555555,1.682995105833958,0.04681813105982202,0.12358576643334632,0.8295961025068317,H,1885.486328,1606.585815,1.1735982668314546
4,2021-09-19,Venezia,Spezia,A,0.226907885879667,0,0,0,-1.0,-2.0,-4,-6,0.3049110380014261,0.3285842337059978,0.366504728292576,H,29752222.22222222,31118888.888888888,-0.044911168840962044,0.3940045888432766,0.3371046832147001,0.2688907279420233,A,1490.893555,1526.72644,0.9765295968804996
4,2021-09-17,Sassuolo,Torino,A,-0.00038902937662400286,0,0,0,-0.5,-1.0,0,2,0.34422444938590663,0.32986420316694726,0.32591134744714617,A,131055555.55555557,86966666.66666667,0.4100964180369373,0.21488175768820064,0.3188223753114737,0.46629586700032566,H,1692.376221,1583.57019,1.0687093200459905
