League;Gender;Country;Season;Match_Date;Matchweek;Home_Team;Home_Formation;Home_Score;Home_xG;Home_Goals;Home_Yellow_Cards;Home_Red_Cards;Away_Team;Away_Formation;Away_Score;Away_xG;Away_Goals;Away_Yellow_Cards;Away_Red_Cards;Game_URL;Team;Home_Away;Min;Gls;Ast;PK;PKatt;Sh;SoT;CrdY;CrdR;Touches;Press;Tkl;Int;Blocks;xG_Expected;npxG_Expected;xA_Expected;SCA_SCA;GCA_SCA;Cmp_Passes;Att_Passes;Cmp_percent_Passes;Prog_Passes;Carries_Carries;Prog_Carries;Succ_Dribbles;Att_Dribbles;Cmp_Total;Att_Total;Cmp_percent_Total;TotDist_Total;PrgDist_Total;Cmp_Short;Att_Short;Cmp_percent_Short;Cmp_Medium;Att_Medium;Cmp_percent_Medium;Cmp_Long;Att_Long;Cmp_percent_Long;Ast_1;xA;KP;Final_Third;PPA;CrsPA;Prog;Att;Live_Pass_Types;Dead_Pass_Types;FK_Pass_Types;TB_Pass_Types;Press_Pass_Types;Sw_Pass_Types;Crs_Pass_Types;CK_Pass_Types;In_Corner_Kicks;Out_Corner_Kicks;Str_Corner_Kicks;Ground_Height;Low_Height;High_Height;Left_Body_Parts;Right_Body_Parts;Head_Body_Parts;TI_Body_Parts;Other_Body_Parts;Cmp_Outcomes;Off_Outcomes;Out_Outcomes;Int_Outcomes;Blocks_Outcomes;Tkl_Tackles;TklW_Tackles;Def 3rd_Tackles;Mid 3rd_Tackles;Att 3rd_Tackles;Tkl_Vs_Dribbles;Att_Vs_Dribbles;Tkl_percent_Vs_Dribbles;Past_Vs_Dribbles;Press_Pressures;Succ_Pressures;percent_Pressures;Def 3rd_Pressures;Mid 3rd_Pressures;Att 3rd_Pressures;Blocks_Blocks;Sh_Blocks;ShSv_Blocks;Pass_Blocks;Int_2;Tkl+Int;Clr;Err;Touches_Touches;Def Pen_Touches;Def 3rd_Touches;Mid 3rd_Touches;Att 3rd_Touches;Att Pen_Touches;Live_Touches;Succ_Dribbles_3;Att_Dribbles_4;Succ_percent_Dribbles;Player_NumPl_Dribbles;Megs_Dribbles;Carries_Carries_5;TotDist_Carries;PrgDist_Carries;Prog_Carries_6;Final_Third_Carries;CPA_Carries;Mis_Carries;Dis_Carries;Targ_Receiving;Rec_Receiving;Rec_percent_Receiving;Prog_Receiving;CrdY_7;CrdR_8;2CrdY;Fls_9;Fld_10;Off_11;Crs_12;Int_13;TklW_14;PKwon_15;PKcon_16;OG_17;Recov;Won_Aerial_Duels;Lost_Aerial_Duels;Won_percent_Aerial_Duels;Cup;Cup_Home;Cup_Away
Serie A;M;ITA;2021-2022;2022-01-23;23;Cagliari;03/05/02;1;1,5;"
		
			João Pedro · 47&rsquor; 
		
	";3;0;Fiorentina;04/03/03;1;1,9;"
		
			 Álvaro Odriozola · 65&rsquor;
		
			 Riccardo Sottil · 75&rsquor;
		
	";3;1;https://fbref.com/en/matches/19a449e0/Cagliari-Fiorentina-January-23-2022-Serie-A;Fiorentina;Away;964;1;0;0;1;14;5;3;1;526;166;22;8;10;2;1,1;1;24;1;325;425;76,5;26;314;32;9;14;325;425;76,5;7208;2277;121;144;84;119;154;77,3;78;112;69,6;0;1;11;12;12;2;26;425;366;59;24;0;93;17;8;4;0;2;1;262;52;111;156;194;16;24;6;325;1;12;16;7;22;14;10;10;2;12;16;75;4;166;54;32,5;51;69;46;10;6;1;4;8;30;15;1;526;49;161;231;164;26;471;9;14;64,3;9;0;314;1526;814;32;16;6;15;8;391;325;83,1;26;3;1;0;14;24;1;8;8;14;1;0;0;79;35;28;55,6;0;0;1
Serie A;M;ITA;2021-2022;2022-01-23;23;Torino;03/04/03;1;2,8;"
		
			Antonio Sanabria · 16&rsquor; 
		
	";3;0;Sassuolo;04/03/03;1;0,4;"
		
			 Giacomo Raspadori · 88&rsquor;
		
	";3;0;https://fbref.com/en/matches/0dbee5b7/Torino-Sassuolo-January-23-2022-Serie-A;Torino;Home;990;1;0;0;0;21;6;3;0;541;118;9;9;16;2,8;2,8;2,2;37;2;341;447;76,3;26;355;48;8;17;341;447;76,3;6868;2288;151;180;83,9;129;154;83,8;57;100;57;0;2,2;18;34;13;5;26;447;411;36;16;0;48;9;20;4;2;0;0;275;60;112;94;298;22;11;7;341;5;11;10;10;9;2;1;5;3;4;4;100;0;118;34;28,8;25;69;24;16;3;0;13;9;18;17;0;541;46;140;246;179;29;506;8;17;47,1;8;0;355;1699;965;48;12;5;7;1;410;341;83,2;26;3;0;0;24;17;5;20;9;2;0;0;0;107;22;18;55;0;0;1
Serie A;M;ITA;2021-2022;2022-01-23;23;Torino;03/04/03;1;2,8;"
		
			Antonio Sanabria · 16&rsquor; 
		
	";3;0;Sassuolo;04/03/03;1;0,4;"
		
			 Giacomo Raspadori · 88&rsquor;
		
	";3;0;https://fbref.com/en/matches/0dbee5b7/Torino-Sassuolo-January-23-2022-Serie-A;Sassuolo;Away;990;1;0;0;0;6;1;3;0;529;116;10;10;15;0,4;0,4;0,4;12;2;335;445;75,3;23;265;21;0;4;335;445;75,3;7262;2806;121;136;89;129;164;78,7;77;125;61,6;0;0,4;6;15;2;0;23;445;380;65;26;0;71;16;5;3;0;3;0;259;56;130;130;250;20;20;10;335;1;3;9;13;10;5;6;4;0;9;17;52,9;8;116;22;19;36;52;28;15;5;0;10;10;20;17;1;529;86;217;265;71;9;469;0;4;0;0;0;265;1249;616;21;9;2;14;5;415;335;80,7;23;3;0;0;18;21;1;5;10;5;0;0;0;66;18;22;45;1;0;1
Serie A;M;ITA;2021-2022;2022-01-23;23;Napoli;4-2-3-1;4;4,1;"
		
			Juan Jesus · 17&rsquor; 
		
			Dries Mertens (P) · 45+4&rsquor; 
		
			Amir Rrahmani · 47&rsquor; 
		
			Lorenzo Insigne (P) · 53&rsquor; 
		
	";0;0;Salernitana;04/05/01;1;0,2;"
		
			 Federico Bonazzoli · 33&rsquor;
		
			 Freddie Veseli · 51&rsquor;
		
	";4;1;https://fbref.com/en/matches/861d5029/Napoli-Salernitana-January-23-2022-Serie-A;Napoli;Home;990;4;0;2;2;24;12;0;0;1066;86;14;3;12;4,2;2,7;1,6;42;6;895;981;91,2;55;783;114;9;14;895;981;91,2;14551;3672;477;503;94,8;324;357;90,8;72;87;82,8;0;1,6;18;90;20;1;55;981;944;37;11;4;76;25;18;10;0;4;0;835;54;92;403;529;19;13;5;895;3;5;14;12;14;11;5;3;6;8;11;72,7;3;86;40;46,5;13;24;49;12;0;0;12;3;17;2;0;1066;18;88;543;490;51;1028;9;14;64,3;10;1;783;3868;1971;114;26;9;10;6;927;895;96,5;55;0;0;0;9;12;3;18;3;11;1;0;0;90;13;11;54,2;0;0;0
Serie A;M;ITA;2021-2022;2022-01-23;23;Napoli;4-2-3-1;4;4,1;"
		
			Juan Jesus · 17&rsquor; 
		
			Dries Mertens (P) · 45+4&rsquor; 
		
			Amir Rrahmani · 47&rsquor; 
		
			Lorenzo Insigne (P) · 53&rsquor; 
		
	";0;0;Salernitana;04/05/01;1;0,2;"
		
			 Federico Bonazzoli · 33&rsquor;
		
			 Freddie Veseli · 51&rsquor;
		
	";4;1;https://fbref.com/en/matches/861d5029/Napoli-Salernitana-January-23-2022-Serie-A;Salernitana;Away;950;1;0;0;0;1;1;4;1;326;150;10;14;20;0,2;0,2;0,2;2;2;145;224;64,7;10;148;9;3;11;145;224;64,7;2734;1343;75;85;88,2;41;63;65,1;22;59;37,3;0;0,2;1;8;2;1;10;224;195;29;12;0;44;5;4;0;0;0;0;116;27;81;84;102;13;5;7;145;1;9;3;12;10;5;6;4;0;4;14;28,6;10;150;28;18,7;96;48;6;20;8;0;12;14;24;24;0;326;105;203;110;30;4;298;3;11;27,3;3;1;148;685;373;9;3;1;11;6;200;145;72,5;10;4;1;1;14;9;1;4;14;5;0;1;0;58;11;13;45,8;0;0;0
Serie A;M;ITA;2021-2022;2022-01-23;23;Spezia;4-1-4-1;1;0,4;"
		
			Daniele Verde · 69&rsquor; 
		
	";2;0;Sampdoria;4-4-2_;0;0,4;"
		
			 Albin Ekdal · 73&rsquor;
		
	";4;1;https://fbref.com/en/matches/f12f62b3/Spezia-Sampdoria-January-23-2022-Serie-A;Spezia;Home;990;1;0;0;0;7;2;2;0;487;146;10;19;18;0,4;0,4;0,2;8;2;276;367;75,2;19;296;20;5;9;276;367;75,2;6041;2292;103;121;85,1;113;137;82,5;57;95;60;0;0,2;4;18;7;2;19;367;329;38;13;0;21;12;8;2;2;0;0;208;51;108;128;182;28;14;6;276;1;8;17;7;10;3;5;1;4;3;7;42,9;4;146;53;36,3;34;81;31;18;3;0;15;19;29;24;0;487;72;196;221;94;17;448;5;9;55,6;6;0;296;1557;745;20;7;3;23;7;349;276;79,1;19;2;0;0;25;11;1;8;19;3;0;0;0;77;18;28;39,1;0;0;1
Serie A;M;ITA;2021-2022;2022-01-23;23;Spezia;4-1-4-1;1;0,4;"
		
			Daniele Verde · 69&rsquor; 
		
	";2;0;Sampdoria;4-4-2_;0;0,4;"
		
			 Albin Ekdal · 73&rsquor;
		
	";4;1;https://fbref.com/en/matches/f12f62b3/Spezia-Sampdoria-January-23-2022-Serie-A;Sampdoria;Away;972;0;0;0;0;8;0;4;1;646;89;10;19;8;0,4;0,4;0,4;12;0;439;557;78,8;36;406;22;3;7;439;557;78,8;8784;3092;163;192;84,9;202;239;84,5;66;108;61,1;0;0,4;6;29;6;2;36;557;483;74;25;1;72;12;14;4;1;3;0;343;73;141;124;338;28;38;8;439;2;10;19;14;10;8;4;4;2;3;9;33,3;6;89;42;47,2;21;52;16;8;2;0;6;19;29;11;1;646;44;199;376;117;14;583;3;7;42,9;4;0;406;2108;881;22;5;0;13;7;519;439;84,6;36;4;1;1;11;25;2;14;19;8;0;0;0;79;28;18;60,9;1;0;1
Serie A;M;ITA;2021-2022;2022-01-23;23;Empoli;4-3-2-1;2;0,9;"
		
			Andrea Pinamonti · 55&rsquor; 
		
			Nedim Bajrami · 72&rsquor; 
		
	";2;0;Roma;3-4-1-2;4;3;"
		
			 Tammy Abraham · 24&rsquor;
		
			 Tammy Abraham · 33&rsquor;
		
			 Sérgio Oliveira · 35&rsquor;
		
			 Nicolò Zaniolo · 37&rsquor;
		
	";2;0;https://fbref.com/en/matches/917843fa/Empoli-Roma-January-23-2022-Serie-A;Empoli;Home;990;2;0;0;0;16;7;2;0;651;131;11;15;10;0,9;0,9;0,9;28;4;455;551;82,6;44;404;57;6;14;455;551;82,6;8055;2993;215;233;92,3;184;212;86,8;49;82;59,8;0;0,9;14;33;9;2;44;551;492;59;15;0;74;11;12;2;0;1;0;412;70;69;130;366;9;30;6;455;0;7;16;18;11;6;2;6;3;2;5;40;3;131;48;36,6;23;64;44;10;2;0;8;15;26;9;0;651;59;184;336;175;26;597;6;14;42,9;8;0;404;1938;1056;57;13;3;13;13;541;455;84,1;44;2;0;0;14;16;0;12;15;6;0;0;0;80;14;11;56;1;1;1
Serie A;M;ITA;2021-2022;2022-01-23;23;Empoli;4-3-2-1;2;0,9;"
		
			Andrea Pinamonti · 55&rsquor; 
		
			Nedim Bajrami · 72&rsquor; 
		
	";2;0;Roma;3-4-1-2;4;3;"
		
			 Tammy Abraham · 24&rsquor;
		
			 Tammy Abraham · 33&rsquor;
		
			 Sérgio Oliveira · 35&rsquor;
		
			 Nicolò Zaniolo · 37&rsquor;
		
	";2;0;https://fbref.com/en/matches/917843fa/Empoli-Roma-January-23-2022-Serie-A;Roma;Away;990;4;0;0;0;16;7;2;0;514;162;19;17;25;3,2;3,2;1,5;22;6;306;395;77,5;25;309;29;2;5;306;395;77,5;6244;2557;111;130;85,4;128;153;83,7;60;96;62,5;0;1,5;9;12;6;1;25;395;341;54;14;0;48;8;10;3;2;1;0;258;44;93;88;248;16;25;6;306;1;8;14;10;19;11;9;6;4;6;14;42,9;8;162;45;27,8;56;76;30;25;5;0;20;17;36;11;0;514;83;226;230;87;36;465;2;5;40;3;0;309;1768;864;29;9;8;16;9;370;306;82,7;25;2;0;0;17;14;1;10;17;11;0;0;0;57;11;14;44;1;1;1
Serie A;M;ITA;2021-2022;2022-01-23;23;Milan;4-2-3-1;0;0,7;"
		
	";2;0;Juventus;04/04/02;0;0,4;"
		
	";2;0;https://fbref.com/en/matches/c439f074/Milan-Juventus-January-23-2022-Serie-A;Milan;Home;990;0;0;0;0;14;4;2;0;594;143;25;24;4;0,7;0,7;0,4;22;0;392;495;79,2;27;412;62;11;14;392;495;79,2;7430;2570;164;192;85,4;159;187;85;59;89;66,3;0;0,4;8;23;13;5;27;495;443;52;21;0;70;10;16;4;1;0;0;359;41;95;187;254;20;19;6;392;1;5;18;16;25;21;6;13;6;6;15;40;9;143;50;35;33;73;37;4;2;0;2;24;49;13;0;594;55;174;258;211;29;545;11;14;78,6;11;1;412;2552;1422;62;21;9;12;15;455;392;86,2;27;2;0;0;18;22;2;16;24;21;0;0;0;76;10;18;35,7;0;0;1
Serie A;M;ITA;2021-2022;2022-01-23;23;Milan;4-2-3-1;0;0,7;"
		
	";2;0;Juventus;04/04/02;0;0,4;"
		
	";2;0;https://fbref.com/en/matches/c439f074/Milan-Juventus-January-23-2022-Serie-A;Juventus;Away;990;0;0;0;0;8;0;2;0;683;153;18;22;21;0,4;0,4;0,4;14;0;475;558;85,1;28;430;61;8;15;475;558;85,1;9294;3017;190;209;90,9;208;237;87,8;70;101;69,3;0;0,4;7;34;7;4;28;558;520;38;18;0;38;19;10;1;1;0;0;409;62;87;209;296;21;14;8;475;3;10;21;2;18;14;9;6;3;3;14;21,4;11;153;47;30,7;65;56;32;21;5;0;16;22;40;17;0;683;89;249;333;159;19;648;8;15;53,3;9;0;430;2633;1420;61;18;6;16;19;534;475;89;28;2;0;0;22;16;3;10;22;14;0;0;0;75;18;10;64,3;1;0;1
Serie A;M;ITA;2021-2022;2022-02-05;24;Roma;3-4-1-2;0;1,5;"
		
			Nicolò Zaniolo · 90+5&rsquor; 
		
	";2;1;Genoa;4-2-3-1;0;0,7;"
		
			 Leo Skiri Østigård · 69&rsquor;
		
	";2;1;https://fbref.com/en/matches/d864a7c7/Roma-Genoa-February-5-2022-Serie-A;Roma;Home;989;0;0;0;0;23;3;3;1;679;156;18;22;15;1,5;1,5;1,4;42;0;407;521;78,1;56;446;53;21;30;407;521;78,1;8897;3278;151;182;83;166;201;82,6;87;120;72,5;0;1,4;19;43;18;2;56;521;462;59;23;5;99;24;17;6;2;2;0;299;97;125;78;363;28;24;8;407;1;5;24;8;18;9;8;9;1;8;18;44,4;10;156;65;41,7;49;77;30;15;5;0;10;22;40;19;0;679;65;209;321;187;42;620;21;30;70;22;0;446;1943;963;53;9;4;18;16;433;407;94;56;3;1;0;10;24;1;17;22;9;0;0;0;117;29;27;51,8;0;0;0
Serie A;M;ITA;2021-2022;2022-02-05;24;Roma;3-4-1-2;0;1,5;"
		
			Nicolò Zaniolo · 90+5&rsquor; 
		
	";2;1;Genoa;4-2-3-1;0;0,7;"
		
			 Leo Skiri Østigård · 69&rsquor;
		
	";2;1;https://fbref.com/en/matches/d864a7c7/Roma-Genoa-February-5-2022-Serie-A;Genoa;Away;968;0;0;0;0;10;3;2;1;456;202;24;24;15;0,7;0,7;0,3;13;0;183;321;57;27;209;21;9;18;183;321;57;3702;1914;65;90;72,2;82;119;68,9;28;90;31,1;0;0,3;5;18;3;0;27;321;267;54;9;0;73;2;4;4;2;2;0;133;45;143;48;197;31;23;3;183;2;9;22;11;24;16;13;8;3;8;30;26,7;22;202;64;31,7;69;92;41;15;6;0;9;24;48;24;0;456;77;180;211;86;19;403;9;18;50;10;1;209;1123;567;21;5;2;20;10;239;183;76,6;27;2;1;0;23;8;2;4;24;16;0;0;0;108;27;29;48,2;0;0;0
Serie A;M;ITA;2021-2022;2022-02-05;24;Internazionale;03/05/02;1;0,9;"
		
			Ivan Peri_i_ · 38&rsquor; 
		
	";2;0;Milan;4-2-3-1;2;1,4;"
		
			 Olivier Giroud · 75&rsquor;
		
			 Olivier Giroud · 78&rsquor;
		
			 Theo Hernández · 90+5&rsquor;
		
	";4;1;https://fbref.com/en/matches/85e329ed/Derby-della-Madonnina-Internazionale-Milan-February-5-2022-Serie-A;Internazionale;Home;990;1;1;0;0;12;5;2;0;511;166;21;12;15;0,9;0,9;0,7;21;2;318;396;80,3;45;292;31;5;14;318;396;80,3;6778;2719;119;132;90,2;132;158;83,5;63;91;69,2;1;0,7;10;31;8;4;45;396;352;44;16;0;61;25;21;6;1;5;0;240;55;101;84;269;13;16;6;318;1;5;10;12;21;15;12;7;2;7;22;31,8;15;166;48;28,9;62;75;29;15;6;0;9;12;33;13;0;511;51;185;217;152;27;470;5;14;35,7;6;0;292;1823;1011;31;13;2;9;11;370;318;85,9;45;2;0;0;22;15;1;21;12;15;0;0;0;75;10;12;45,5;0;0;0
Serie A;M;ITA;2021-2022;2022-02-05;24;Internazionale;03/05/02;1;0,9;"
		
			Ivan Peri_i_ · 38&rsquor; 
		
	";2;0;Milan;4-2-3-1;2;1,4;"
		
			 Olivier Giroud · 75&rsquor;
		
			 Olivier Giroud · 78&rsquor;
		
			 Theo Hernández · 90+5&rsquor;
		
	";4;1;https://fbref.com/en/matches/85e329ed/Derby-della-Madonnina-Internazionale-Milan-February-5-2022-Serie-A;Milan;Away;989;2;1;0;0;10;3;4;1;573;134;18;10;18;1,4;1,4;0,7;17;3;375;457;82,1;27;407;37;14;22;375;457;82,1;7673;2377;148;165;89,7;164;186;88,2;60;93;64,5;1;0,7;6;29;6;0;27;457;411;46;20;0;70;14;4;4;1;0;0;352;38;67;188;228;10;13;7;375;1;8;12;9;18;12;6;9;3;7;13;53,8;6;134;37;27,6;48;48;38;18;6;0;12;10;28;16;0;573;73;196;297;124;11;529;14;22;63,6;15;1;407;2038;1160;37;13;1;9;14;447;375;83,9;27;4;1;0;14;21;2;4;10;12;0;0;0;65;12;10;54,5;0;0;0
Serie A;M;ITA;2021-2022;2022-02-05;24;Fiorentina;04/03/03;0;0,8;"
		
			Lucas Torreira · 85&rsquor; 
		
	";3;1;Lazio;04/03/03;3;2,7;"
		
			 Sergej Milinkovi_-Savi_ · 52&rsquor;
		
			 Ciro Immobile · 70&rsquor;
		
			 Cristiano Biraghi (OG) · 81&rsquor;
		
	";5;0;https://fbref.com/en/matches/7ecdc5b7/Fiorentina-Lazio-February-5-2022-Serie-A;Fiorentina;Home;984;0;0;0;0;9;3;3;1;614;171;15;21;6;0,8;0,8;0,8;13;0;446;522;85,4;21;429;37;5;11;446;522;85,4;9958;2430;117;131;89,3;239;265;90,2;87;117;74,4;0;0,8;8;23;7;2;21;522;478;44;17;0;61;22;18;4;1;3;0;393;47;82;214;263;20;13;6;446;2;7;13;6;15;7;3;8;4;6;13;46,2;7;171;49;28,7;14;78;79;6;0;0;6;21;36;8;0;614;95;269;265;122;16;573;5;11;45,5;7;3;429;1819;980;37;10;3;9;11;505;446;88,3;21;3;1;1;15;16;2;18;21;7;0;0;1;49;9;7;56,3;0;0;0
Serie A;M;ITA;2021-2022;2022-02-05;24;Fiorentina;04/03/03;0;0,8;"
		
			Lucas Torreira · 85&rsquor; 
		
	";3;1;Lazio;04/03/03;3;2,7;"
		
			 Sergej Milinkovi_-Savi_ · 52&rsquor;
		
			 Ciro Immobile · 70&rsquor;
		
			 Cristiano Biraghi (OG) · 81&rsquor;
		
	";5;0;https://fbref.com/en/matches/7ecdc5b7/Fiorentina-Lazio-February-5-2022-Serie-A;Lazio;Away;990;2;2;0;0;12;7;5;0;606;140;15;15;8;2,8;2,8;2,1;20;4;445;519;85,7;21;441;27;7;13;445;519;85,7;8239;2635;199;214;93;188;211;89,1;55;84;65,5;2;2,1;9;15;8;1;21;519;478;41;15;3;116;9;5;3;1;2;0;410;48;61;85;396;14;13;7;445;2;5;21;7;15;11;7;8;0;4;11;36,4;7;140;36;25,7;37;62;41;8;1;0;7;15;30;19;0;606;117;308;246;75;21;569;7;13;53,8;7;0;441;1747;1008;27;11;6;8;9;502;445;88,6;21;5;0;0;16;15;2;5;15;11;0;0;0;56;7;9;43,8;0;0;0
Serie A;M;ITA;2021-2022;2022-02-06;24;Atalanta;4-2-3-1;1;1,2;"
		
			Juan Musso · 53&rsquor; 
		
			José Luis Palomino · 64&rsquor; 
		
	";1;1;Cagliari;03/05/02;2;1,1;"
		
			 Gastón Pereiro · 50&rsquor;
		
			 Gastón Pereiro · 68&rsquor;
		
	";5;0;https://fbref.com/en/matches/81a8232f/Atalanta-Cagliari-February-6-2022-Serie-A;Atalanta;Home;952;1;0;0;0;10;4;1;1;730;150;12;10;14;1,2;1,2;1;16;1;515;629;81,9;42;484;63;5;15;515;629;81,9;8967;2925;232;252;92,1;223;250;89,2;49;94;52,1;0;1;7;29;12;0;42;629;573;56;16;2;97;10;13;3;0;2;0;446;83;100;250;308;21;28;6;515;1;8;17;14;12;7;2;7;3;4;15;26,7;11;150;48;32;24;74;52;14;1;0;13;10;22;10;1;730;44;170;377;240;36;676;5;15;33,3;6;1;484;2791;1376;63;25;11;12;9;575;515;89,6;42;1;1;0;14;14;1;13;10;7;0;0;0;98;19;30;38,8;0;0;0
Serie A;M;ITA;2021-2022;2022-02-06;24;Atalanta;4-2-3-1;1;1,2;"
		
			Juan Musso · 53&rsquor; 
		
			José Luis Palomino · 64&rsquor; 
		
	";1;1;Cagliari;03/05/02;2;1,1;"
		
			 Gastón Pereiro · 50&rsquor;
		
			 Gastón Pereiro · 68&rsquor;
		
	";5;0;https://fbref.com/en/matches/81a8232f/Atalanta-Cagliari-February-6-2022-Serie-A;Cagliari;Away;990;2;2;0;0;7;4;5;0;541;222;18;18;19;1,1;1,1;0,9;11;3;305;406;75,1;16;325;19;11;15;305;406;75,1;6949;2840;109;130;83,8;117;143;81,8;69;108;63,9;2;0,9;5;11;5;2;16;406;364;42;12;2;84;16;8;1;0;1;0;224;49;133;113;228;24;15;5;305;3;9;10;13;18;12;10;8;0;9;15;60;6;222;64;28,8;81;109;32;19;5;0;14;18;36;30;0;541;106;258;241;66;9;502;11;15;73,3;11;0;325;1488;716;19;5;1;27;8;394;305;77,4;16;5;0;0;14;14;3;8;18;12;0;0;0;93;30;19;61,2;0;0;0
Serie A;M;ITA;2021-2022;2022-02-06;24;Bologna;3-4-1-2;0;0,7;"
		
	";2;0;Empoli;4-3-2-1;0;1,3;"
		
	";4;0;https://fbref.com/en/matches/6ad52ce3/Bologna-Empoli-February-6-2022-Serie-A;Bologna;Home;990;0;0;0;0;12;2;2;0;673;124;25;20;18;0,7;0,7;0,6;21;0;448;560;80;35;386;42;10;11;448;560;80;8755;3220;194;234;82,9;174;200;87;70;104;67,3;0;0,6;11;32;8;2;35;560;509;51;15;0;79;18;16;3;1;0;0;366;65;129;120;357;29;21;11;448;4;4;13;16;25;15;14;7;4;4;15;26,7;11;124;35;28,2;47;42;35;18;5;0;13;20;45;20;0;673;85;247;285;178;22;625;10;11;90,9;10;0;386;2236;1174;42;16;6;11;8;487;448;92;35;2;0;0;11;15;5;16;20;15;0;0;0;78;23;12;65,7;0;0;0
Serie A;M;ITA;2021-2022;2022-02-06;24;Bologna;3-4-1-2;0;0,7;"
		
	";2;0;Empoli;4-3-2-1;0;1,3;"
		
	";4;0;https://fbref.com/en/matches/6ad52ce3/Bologna-Empoli-February-6-2022-Serie-A;Empoli;Away;990;0;0;0;0;14;4;4;0;508;185;9;13;18;1,3;1,3;1,2;23;0;279;383;72,8;23;289;29;10;15;279;383;72,8;5697;2047;95;116;81,9;121;157;77,1;50;84;59,5;0;1,2;12;17;9;6;23;383;334;49;15;0;35;14;13;5;2;2;0;227;58;98;127;199;21;21;7;279;1;6;20;12;9;3;4;3;2;1;11;9,1;10;185;38;20,5;61;75;49;18;3;0;15;13;22;24;0;508;76;181;200;165;21;461;10;15;66,7;11;0;289;1708;966;29;16;1;12;21;342;279;81,6;23;4;0;0;15;11;1;13;13;3;0;0;0;99;12;23;34,3;0;0;0
Serie A;M;ITA;2021-2022;2022-02-06;24;Venezia;04/03/03;0;0,4;"
		
			Tyronne Ebuehi · 90+5&rsquor; 
		
	";2;1;Napoli;4-2-3-1;2;1,7;"
		
			 Victor Osimhen · 59&rsquor;
		
			 Andrea Petagna · 90+10&rsquor;
		
	";2;0;https://fbref.com/en/matches/3c6f1dc5/Venezia-Napoli-February-6-2022-Serie-A;Venezia;Home;989;0;0;0;0;7;3;2;1;509;168;16;30;17;0,4;0,4;0,3;11;0;306;397;77,1;18;335;24;10;17;306;397;77,1;6270;2130;102;119;85,7;153;173;88,4;45;83;54,2;0;0,3;5;17;6;3;18;397;360;37;10;0;41;7;8;2;1;1;0;250;59;88;116;228;19;14;11;306;0;12;10;13;16;9;10;5;1;3;8;37,5;5;168;32;19;58;80;30;17;4;0;13;30;46;16;0;509;96;250;185;102;9;472;10;17;58,8;12;0;335;1561;733;24;10;2;13;10;369;306;82,9;18;2;1;0;12;10;0;8;30;9;0;0;0;71;13;10;56,5;0;0;0
Serie A;M;ITA;2021-2022;2022-02-06;24;Venezia;04/03/03;0;0,4;"
		
			Tyronne Ebuehi · 90+5&rsquor; 
		
	";2;1;Napoli;4-2-3-1;2;1,7;"
		
			 Victor Osimhen · 59&rsquor;
		
			 Andrea Petagna · 90+10&rsquor;
		
	";2;0;https://fbref.com/en/matches/3c6f1dc5/Venezia-Napoli-February-6-2022-Serie-A;Napoli;Away;990;2;1;0;0;16;6;2;0;874;161;15;10;13;1,7;1,7;1,3;23;3;672;780;86,2;53;638;61;5;8;672;780;86,2;12433;3527;287;320;89,7;286;311;92;85;119;71,4;1;1,3;13;50;15;1;53;780;731;49;12;0;123;19;11;6;4;0;0;577;88;115;334;390;19;22;6;672;0;4;30;13;15;11;5;9;1;5;17;29,4;12;161;57;35,4;36;64;61;13;0;0;13;10;25;10;0;874;58;199;491;235;36;827;5;8;62,5;5;0;638;3014;1488;61;22;6;13;13;727;672;92,4;53;2;0;0;11;12;0;11;10;11;0;0;0;87;10;13;43,5;0;0;0
Serie A;M;ITA;2021-2022;2022-02-06;24;Sampdoria;4-4-2_;4;2,1;"
		
			Francesco Caputo · 5&rsquor; 
		
			Stefano Sensi · 7&rsquor; 
		
			Andrea Conti · 63&rsquor; 
		
			Antonio Candreva (P) · 90+1&rsquor; 
		
	";2;0;Sassuolo;4-2-3-1;0;1,5;"
		
	";2;0;https://fbref.com/en/matches/f33fb856/Sampdoria-Sassuolo-February-6-2022-Serie-A;Sampdoria;Home;990;4;2;1;1;10;6;2;0;473;164;22;18;16;2,1;1,4;0,8;17;7;262;356;73,6;20;266;24;7;14;262;356;73,6;5409;2026;92;109;84,4;118;141;83,7;43;91;47,3;2;0,8;8;8;7;2;20;356;310;46;14;1;52;13;6;3;0;2;0;219;42;95;91;222;12;15;4;262;2;7;11;8;22;13;14;8;0;3;14;21,4;11;164;46;28;74;68;22;16;8;0;8;18;40;17;0;473;109;240;174;84;21;426;7;14;50;7;1;266;1144;658;24;13;2;11;7;325;262;80,6;20;2;0;0;17;15;2;6;18;13;1;0;0;70;10;16;38,5;0;0;0
