League;Gender;Country;Season;Match_Date;Matchweek;Home_Team;Home_Formation;Home_Score;Home_xG;Home_Goals;Home_Yellow_Cards;Home_Red_Cards;Away_Team;Away_Formation;Away_Score;Away_xG;Away_Goals;Away_Yellow_Cards;Away_Red_Cards;Game_URL;Team;Home_Away;Min;Gls;Ast;PK;PKatt;Sh;SoT;CrdY;CrdR;Touches;Press;Tkl;Int;Blocks;xG_Expected;npxG_Expected;xA_Expected;SCA_SCA;GCA_SCA;Cmp_Passes;Att_Passes;Cmp_percent_Passes;Prog_Passes;Carries_Carries;Prog_Carries;Succ_Dribbles;Att_Dribbles;Cmp_Total;Att_Total;Cmp_percent_Total;TotDist_Total;PrgDist_Total;Cmp_Short;Att_Short;Cmp_percent_Short;Cmp_Medium;Att_Medium;Cmp_percent_Medium;Cmp_Long;Att_Long;Cmp_percent_Long;Ast_1;xA;KP;Final_Third;PPA;CrsPA;Prog;Att;Live_Pass_Types;Dead_Pass_Types;FK_Pass_Types;TB_Pass_Types;Press_Pass_Types;Sw_Pass_Types;Crs_Pass_Types;CK_Pass_Types;In_Corner_Kicks;Out_Corner_Kicks;Str_Corner_Kicks;Ground_Height;Low_Height;High_Height;Left_Body_Parts;Right_Body_Parts;Head_Body_Parts;TI_Body_Parts;Other_Body_Parts;Cmp_Outcomes;Off_Outcomes;Out_Outcomes;Int_Outcomes;Blocks_Outcomes;Tkl_Tackles;TklW_Tackles;Def 3rd_Tackles;Mid 3rd_Tackles;Att 3rd_Tackles;Tkl_Vs_Dribbles;Att_Vs_Dribbles;Tkl_percent_Vs_Dribbles;Past_Vs_Dribbles;Press_Pressures;Succ_Pressures;percent_Pressures;Def 3rd_Pressures;Mid 3rd_Pressures;Att 3rd_Pressures;Blocks_Blocks;Sh_Blocks;ShSv_Blocks;Pass_Blocks;Int_2;Tkl+Int;Clr;Err;Touches_Touches;Def Pen_Touches;Def 3rd_Touches;Mid 3rd_Touches;Att 3rd_Touches;Att Pen_Touches;Live_Touches;Succ_Dribbles_3;Att_Dribbles_4;Succ_percent_Dribbles;Player_NumPl_Dribbles;Megs_Dribbles;Carries_Carries_5;TotDist_Carries;PrgDist_Carries;Prog_Carries_6;Final_Third_Carries;CPA_Carries;Mis_Carries;Dis_Carries;Targ_Receiving;Rec_Receiving;Rec_percent_Receiving;Prog_Receiving;CrdY_7;CrdR_8;2CrdY;Fls_9;Fld_10;Off_11;Crs_12;Int_13;TklW_14;PKwon_15;PKcon_16;OG_17;Recov;Won_Aerial_Duels;Lost_Aerial_Duels;Won_percent_Aerial_Duels;Cup;Cup_Home;Cup_Away
Serie A;M;ITA;2021-2022;2021-09-18;4;Salernitana;3-4-1-2;0;0,9;"
		
	";4;0;Atalanta;03/04/03;1;1,4;"
		
			 Duván Zapata · 75&rsquor;
		
	";4;0;https://fbref.com/en/matches/d54b884f/Salernitana-Atalanta-September-18-2021-Serie-A;Atalanta;Away;990;1;1;0;0;10;3;4;0;684;132;12;15;19;1,5;1,5;0,9;18;2;473;567;83,4;39;408;36;3;12;473;567;83,4;9021;2940;191;211;90,5;225;257;87,5;55;92;59,8;1;0,9;8;32;11;0;39;567;508;59;23;1;72;27;6;4;1;3;0;389;93;85;210;309;13;23;6;473;1;13;14;8;12;5;7;3;2;5;11;45,5;6;132;44;33,3;50;51;31;19;2;0;17;15;27;20;0;684;64;222;307;199;24;625;3;12;25;4;0;408;2165;1212;36;15;1;15;9;545;473;86,8;39;4;0;0;15;18;1;6;15;5;0;0;0;70;15;18;45,5;1;0;1
Serie A;M;ITA;2021-2022;2021-09-19;4;Empoli;4-4-2_;0;1,6;"
		
	";2;0;Sampdoria;04/04/02;3;1,8;"
		
			 Francesco Caputo · 31&rsquor;
		
			 Francesco Caputo · 52&rsquor;
		
			 Antonio Candreva · 70&rsquor;
		
	";2;0;https://fbref.com/en/matches/03406df1/Empoli-Sampdoria-September-19-2021-Serie-A;Empoli;Home;990;0;0;0;0;15;4;2;0;567;154;12;7;17;1,6;1,6;1,6;27;0;349;456;76,5;37;353;50;9;15;349;456;76,5;6982;2446;122;138;88,4;173;203;85,2;50;97;51,5;0;1,6;13;28;12;3;37;456;402;54;13;0;64;12;20;8;1;6;0;314;48;94;113;288;16;24;7;349;7;8;18;12;12;8;3;8;1;3;17;17,6;14;154;47;30,5;55;62;37;17;2;0;15;7;19;17;0;567;54;167;256;184;28;515;9;15;60;10;0;353;2047;1125;50;15;5;10;16;426;349;81,9;37;2;0;0;11;15;7;20;7;8;0;0;0;97;10;14;41,7;0;0;0
Serie A;M;ITA;2021-2022;2021-09-19;4;Empoli;4-4-2_;0;1,6;"
		
	";2;0;Sampdoria;04/04/02;3;1,8;"
		
			 Francesco Caputo · 31&rsquor;
		
			 Francesco Caputo · 52&rsquor;
		
			 Antonio Candreva · 70&rsquor;
		
	";2;0;https://fbref.com/en/matches/03406df1/Empoli-Sampdoria-September-19-2021-Serie-A;Sampdoria;Away;990;3;2;0;0;14;8;2;0;526;189;21;18;18;1,8;1,8;1,3;24;6;294;400;73,5;32;261;30;13;17;294;400;73,5;6137;2606;122;140;87,1;102;131;77,9;60;105;57,1;2;1,3;12;21;7;1;32;400;346;54;16;1;87;22;11;8;2;2;0;238;56;106;111;234;15;18;10;294;4;10;7;15;21;12;13;5;3;5;15;33,3;10;189;49;25,9;77;83;29;18;6;0;12;18;39;29;0;526;92;202;206;149;21;473;13;17;76,5;14;0;261;1354;690;30;12;7;12;9;365;294;80,5;32;2;0;0;15;10;4;11;18;12;0;0;0;75;14;10;58,3;0;0;0
Serie A;M;ITA;2021-2022;2021-09-19;4;Venezia;04/04/02;1;0,9;"
		
			Pietro Ceccaroni · 59&rsquor; 
		
	";4;0;Spezia;04/03/03;2;0,5;"
		
			 Simone Bastoni · 13&rsquor;
		
			 Mehdi Bourabia · 90+4&rsquor;
		
	";1;0;https://fbref.com/en/matches/e9413955/Venezia-Spezia-September-19-2021-Serie-A;Venezia;Home;990;1;1;0;0;14;3;4;0;538;151;15;15;15;0,9;0,9;0,6;21;2;320;425;75,3;26;290;24;8;15;320;425;75,3;6537;2538;125;145;86,2;142;165;86,1;52;101;51,5;1;0,6;8;25;6;2;26;425;380;45;8;0;92;9;13;3;1;2;0;241;69;115;126;227;17;25;11;320;0;10;9;14;15;10;4;8;3;5;12;41,7;7;151;37;24,5;48;71;32;15;3;0;12;15;30;19;0;538;84;218;218;124;15;491;8;15;53,3;9;1;290;1706;925;24;6;3;11;18;394;320;81,2;26;4;0;0;15;11;0;13;15;10;0;0;0;90;26;24;52;0;0;0
Serie A;M;ITA;2021-2022;2021-09-19;4;Venezia;04/04/02;1;0,9;"
		
			Pietro Ceccaroni · 59&rsquor; 
		
	";4;0;Spezia;04/03/03;2;0,5;"
		
			 Simone Bastoni · 13&rsquor;
		
			 Mehdi Bourabia · 90+4&rsquor;
		
	";1;0;https://fbref.com/en/matches/e9413955/Venezia-Spezia-September-19-2021-Serie-A;Spezia;Away;990;2;1;0;0;12;3;1;0;639;147;24;9;19;0,5;0,5;0,5;21;4;403;522;77,2;30;381;43;7;12;403;522;77,2;7931;2400;159;183;86,9;178;209;85,2;57;111;51,4;1;0,5;12;26;7;4;30;522;461;61;13;0;95;20;13;10;5;2;0;328;87;107;186;272;18;26;6;403;0;15;13;12;24;14;9;12;3;6;15;40;9;147;55;37,4;50;61;36;19;5;0;14;9;33;25;0;639;74;214;299;155;26;579;7;12;58,3;7;1;381;2084;1070;43;12;4;17;10;487;403;82,8;30;1;0;0;11;15;0;13;9;14;0;0;0;87;24;26;48;0;0;0
Serie A;M;ITA;2021-2022;2021-09-19;4;Hellas Verona;03/04/03;3;1,1;"
		
			Antonín Barák · 49&rsquor; 
		
			Gianluca Caprari · 54&rsquor; 
		
			Davide Faraoni · 63&rsquor; 
		
	";4;0;Roma;4-2-3-1;2;0,8;"
		
			 Lorenzo Pellegrini · 36&rsquor;
		
			 Ivan Ili_ (OG) · 58&rsquor;
		
	";2;0;https://fbref.com/en/matches/ae8f060f/Hellas-Verona-Roma-September-19-2021-Serie-A;Hellas Verona;Home;990;3;2;0;0;10;6;4;0;595;125;10;7;19;1,1;1,1;0,5;15;4;367;468;78,4;27;338;51;5;14;367;468;78,4;7146;2416;135;159;84,9;186;208;89,4;41;86;47,7;2;0,5;7;21;8;1;27;468;423;45;15;0;92;5;7;3;0;3;0;311;73;84;136;270;26;17;7;367;3;7;14;9;10;4;4;5;1;4;9;44,4;5;125;41;32,8;43;55;27;19;6;0;13;7;17;33;0;595;62;178;325;126;14;550;5;14;35,7;5;0;338;1871;985;51;14;4;10;16;449;367;81,7;27;4;0;0;18;16;3;7;7;4;0;0;1;95;23;25;47,9;0;0;1
Serie A;M;ITA;2021-2022;2021-09-19;4;Hellas Verona;03/04/03;3;1,1;"
		
			Antonín Barák · 49&rsquor; 
		
			Gianluca Caprari · 54&rsquor; 
		
			Davide Faraoni · 63&rsquor; 
		
	";4;0;Roma;4-2-3-1;2;0,8;"
		
			 Lorenzo Pellegrini · 36&rsquor;
		
			 Ivan Ili_ (OG) · 58&rsquor;
		
	";2;0;https://fbref.com/en/matches/ae8f060f/Hellas-Verona-Roma-September-19-2021-Serie-A;Roma;Away;990;1;1;0;0;15;2;2;0;528;219;25;14;11;0,8;0,8;0,4;20;2;294;410;71,7;24;266;26;5;9;294;410;71,7;6770;2778;92;129;71,3;112;132;84,8;81;132;61,4;1;0,4;8;21;9;3;24;410;359;51;17;0;60;14;11;8;6;2;0;218;77;115;110;234;25;13;5;294;1;6;7;13;25;18;12;12;1;9;14;64,3;5;219;65;29,7;75;114;30;11;2;0;9;14;39;20;0;528;64;178;251;125;20;478;5;9;55,6;5;0;266;1386;717;26;14;4;20;6;380;294;77,4;24;2;0;0;17;16;2;11;14;18;0;0;0;101;25;23;52,1;1;0;1
Serie A;M;ITA;2021-2022;2021-09-19;4;Lazio;04/03/03;2;2,1;"
		
			Ciro Immobile · 45&rsquor; 
		
			Danilo Cataldi · 83&rsquor; 
		
	";1;0;Cagliari;04/04/02;2;1,8;"
		
			 João Pedro · 46&rsquor;
		
			 Keita Baldé · 62&rsquor;
		
			 Gabriele Zappa · 90+4&rsquor;
		
	";3;1;https://fbref.com/en/matches/928e3270/Lazio-Cagliari-September-19-2021-Serie-A;Lazio;Home;990;2;1;0;0;28;10;1;0;864;94;14;12;14;2,2;2,2;1,3;47;3;646;748;86,4;59;634;100;10;18;646;748;86,4;10789;3535;316;345;91,6;245;278;88,1;58;85;68,2;1;1,3;21;58;21;2;59;748;688;60;14;2;84;11;24;10;5;3;0;566;91;91;165;512;25;27;8;646;0;9;11;14;14;7;1;11;2;6;13;46,2;7;94;36;38,3;19;45;30;14;5;0;9;12;26;9;0;864;41;161;438;330;48;803;10;18;55,6;11;1;634;3471;2001;100;33;8;12;13;709;646;91,1;59;1;0;0;5;14;1;24;12;7;0;0;0;94;17;14;54,8;1;1;0
Serie A;M;ITA;2021-2022;2021-09-19;4;Lazio;04/03/03;2;2,1;"
		
			Ciro Immobile · 45&rsquor; 
		
			Danilo Cataldi · 83&rsquor; 
		
	";1;0;Cagliari;04/04/02;2;1,8;"
		
			 João Pedro · 46&rsquor;
		
			 Keita Baldé · 62&rsquor;
		
			 Gabriele Zappa · 90+4&rsquor;
		
	";3;1;https://fbref.com/en/matches/928e3270/Lazio-Cagliari-September-19-2021-Serie-A;Cagliari;Away;989;2;2;0;0;10;3;3;1;418;179;20;11;23;1,8;1,8;1,7;17;4;198;296;66,9;9;214;21;6;13;198;296;66,9;4186;1723;76;91;83,5;81;105;77,1;36;84;42,9;2;1,7;9;20;4;2;9;296;254;42;4;2;29;6;9;1;0;0;0;145;40;111;69;174;13;17;3;198;2;12;9;9;20;14;12;7;1;7;18;38,9;11;179;41;22,9;97;56;26;23;9;0;14;11;31;26;1;418;103;197;164;72;13;377;6;13;46,2;7;0;214;1104;569;21;7;1;14;8;274;198;72,3;9;3;1;1;13;5;4;9;11;14;0;0;0;70;14;17;45,2;0;1;0
Serie A;M;ITA;2021-2022;2021-09-19;4;Juventus;04/04/02;1;1;"
		
			Álvaro Morata · 4&rsquor; 
		
	";1;0;Milan;4-2-3-1;1;0,7;"
		
			 Ante Rebi_ · 76&rsquor;
		
	";1;0;https://fbref.com/en/matches/e1ba445c/Juventus-Milan-September-19-2021-Serie-A;Juventus;Home;990;1;1;0;0;9;4;1;0;524;112;16;12;15;1;1;1;18;2;343;413;83,1;22;335;32;6;10;343;413;83,1;7561;2779;123;140;87,9;143;161;88,8;74;101;73,3;1;1;9;23;4;2;22;413;370;43;16;1;75;19;5;4;4;0;0;281;65;67;146;233;7;12;12;343;2;6;17;11;16;5;7;8;1;8;17;47,1;9;112;36;32,1;38;58;16;15;4;0;11;12;28;18;0;524;63;175;283;105;11;484;6;10;60;6;1;335;1897;941;32;13;3;18;8;395;343;86,8;22;1;0;0;15;16;3;5;12;5;0;0;0;72;3;11;21,4;1;1;1
Serie A;M;ITA;2021-2022;2021-09-19;4;Juventus;04/04/02;1;1;"
		
			Álvaro Morata · 4&rsquor; 
		
	";1;0;Milan;4-2-3-1;1;0,7;"
		
			 Ante Rebi_ · 76&rsquor;
		
	";1;0;https://fbref.com/en/matches/e1ba445c/Juventus-Milan-September-19-2021-Serie-A;Milan;Away;990;1;1;0;0;13;3;1;0;623;148;12;17;10;0,7;0,7;0,6;19;2;459;528;86,9;32;397;58;9;17;459;528;86,9;8628;2462;195;218;89,4;199;214;93;62;85;72,9;1;0,6;8;33;9;3;32;528;485;43;14;2;50;21;15;4;1;3;0;416;54;58;170;317;13;15;7;459;0;7;11;10;12;10;6;5;1;4;10;40;6;148;40;27;40;76;32;10;0;0;10;17;29;9;0;623;40;160;334;188;15;582;9;17;52,9;9;0;397;2333;1334;58;24;1;16;8;511;459;89,8;32;1;0;0;16;13;0;15;17;10;0;0;0;62;11;3;78,6;1;1;1
Serie A;M;ITA;2021-2022;2021-09-20;4;Udinese;03/05/02;0;0,3;"
		
	";2;0;Napoli;04/03/03;4;2,4;"
		
			 Victor Osimhen · 24&rsquor;
		
			 Amir Rrahmani · 35&rsquor;
		
			 Kalidou Koulibaly · 52&rsquor;
		
			 Hirving Lozano · 84&rsquor;
		
	";1;0;https://fbref.com/en/matches/f3741324/Udinese-Napoli-September-20-2021-Serie-A;Udinese;Home;990;0;0;0;0;9;1;2;0;490;156;7;10;15;0,3;0,3;0,3;11;0;346;403;85,9;19;319;45;6;11;346;403;85,9;6413;1699;146;158;92,4;154;168;91,7;39;63;61,9;0;0,3;6;25;3;1;19;403;365;38;14;0;57;11;8;2;1;1;0;317;33;53;114;264;5;10;3;346;3;6;4;9;7;3;2;4;1;2;14;14,3;12;156;32;20,5;56;61;39;15;2;0;13;10;17;12;0;490;51;156;268;106;10;453;6;11;54,5;6;0;319;1611;954;45;15;1;10;6;384;346;90,1;19;2;0;0;12;12;3;8;10;3;0;0;0;53;9;9;50;0;0;1
Serie A;M;ITA;2021-2022;2021-09-20;4;Udinese;03/05/02;0;0,3;"
		
	";2;0;Napoli;04/03/03;4;2,4;"
		
			 Victor Osimhen · 24&rsquor;
		
			 Amir Rrahmani · 35&rsquor;
		
			 Kalidou Koulibaly · 52&rsquor;
		
			 Hirving Lozano · 84&rsquor;
		
	";1;0;https://fbref.com/en/matches/f3741324/Udinese-Napoli-September-20-2021-Serie-A;Napoli;Away;990;4;3;0;0;18;8;1;0;763;133;11;5;14;2,7;2,7;1,2;33;6;618;683;90,5;31;534;51;11;14;618;683;90,5;11287;3038;283;294;96,3;231;251;92;88;107;82,2;3;1,2;14;30;11;1;31;683;638;45;11;2;76;16;5;5;2;2;0;568;52;63;234;404;11;18;8;618;3;3;10;13;11;7;6;5;0;5;11;45,5;6;133;35;26,3;36;64;33;14;5;0;9;5;16;7;0;763;67;228;406;170;28;719;11;14;78,6;12;0;534;2241;1231;51;14;5;8;5;663;618;93,2;31;1;0;0;12;11;3;5;5;7;0;0;0;53;9;9;50;1;0;1
Serie A;M;ITA;2021-2022;2021-09-21;5;Bologna;4-2-3-1;2;2;"
		
			Aaron Hickey · 49&rsquor; 
		
			Marko Arnautovi_ (P) · 85&rsquor; 
		
	";3;0;Genoa;4-2-3-1;2;1,5;"
		
			 Mattia Destro · 55&rsquor;
		
			 Domenico Criscito (P) · 89&rsquor;
		
	";4;0;https://fbref.com/en/matches/2128c9b7/Bologna-Genoa-September-21-2021-Serie-A;Bologna;Home;990;2;0;1;1;16;4;3;0;681;157;14;5;13;2;1,2;0,8;23;3;471;567;83,1;28;433;44;12;21;471;567;83,1;8598;2765;198;227;87,2;198;231;85,7;63;91;69,2;0;0,8;10;26;9;4;28;567;513;54;15;0;118;10;14;6;3;0;0;384;84;99;130;365;27;22;6;471;0;4;15;8;14;5;3;10;1;7;11;63,6;4;157;41;26,1;47;68;42;13;2;0;11;5;19;20;0;681;63;194;356;176;27;625;12;21;57,1;12;0;433;2258;1134;44;21;1;12;8;545;471;86,4;28;3;0;0;15;19;0;14;5;5;1;1;0;89;23;15;60,5;0;0;0
Serie A;M;ITA;2021-2022;2021-09-21;5;Bologna;4-2-3-1;2;2;"
		
			Aaron Hickey · 49&rsquor; 
		
			Marko Arnautovi_ (P) · 85&rsquor; 
		
	";3;0;Genoa;4-2-3-1;2;1,5;"
		
			 Mattia Destro · 55&rsquor;
		
			 Domenico Criscito (P) · 89&rsquor;
		
	";4;0;https://fbref.com/en/matches/2128c9b7/Bologna-Genoa-September-21-2021-Serie-A;Genoa;Away;990;2;1;1;1;10;5;4;0;500;203;17;15;15;1,5;0,8;0,7;16;4;292;392;74,5;19;283;28;4;11;292;392;74,5;5703;1801;112;132;84,8;130;147;88,4;43;96;44,8;1;0,7;6;16;6;2;19;392;349;43;13;0;77;15;11;2;1;1;0;252;51;89;119;221;16;18;4;292;2;12;4;11;17;8;9;6;2;9;21;42,9;12;203;56;27,6;61;105;37;15;7;0;8;15;32;17;0;500;83;209;218;97;19;458;4;11;36,4;4;0;283;1459;729;28;7;4;12;7;352;292;83;19;4;0;0;19;15;2;11;15;8;1;1;0;88;15;23;39,5;0;0;0
Serie A;M;ITA;2021-2022;2021-09-21;5;Atalanta;3-4-1-2;2;1,6;"
		
			Robin Gosens · 3&rsquor; 
		
			Davide Zappacosta · 37&rsquor; 
		
	";2;0;Sassuolo;4-1-4-1;1;0,7;"
		
			 Domenico Berardi · 44&rsquor;
		
	";2;0;https://fbref.com/en/matches/6f32a770/Atalanta-Sassuolo-September-21-2021-Serie-A;Atalanta;Home;990;2;2;0;0;14;5;2;0;622;224;20;18;19;1,6;1,6;1,4;22;4;398;484;82,2;41;414;46;6;13;398;484;82,2;7914;2525;147;170;86,5;180;208;86,5;61;86;70,9;2;1,4;10;26;12;2;41;484;439;45;15;1;101;19;10;5;3;2;0;353;54;77;202;244;14;16;4;398;2;11;10;16;20;11;9;5;6;8;19;42,1;11;224;80;35,7;67;100;57;19;3;0;16;18;38;20;0;622;54;201;271;186;34;578;6;13;46,2;7;0;414;1874;1065;46;10;5;19;14;466;398;85,4;41;2;0;0;21;17;2;10;18;11;0;0;0;82;10;13;43,5;0;0;0
Serie A;M;ITA;2021-2022;2021-09-21;5;Atalanta;3-4-1-2;2;1,6;"
		
			Robin Gosens · 3&rsquor; 
		
			Davide Zappacosta · 37&rsquor; 
		
	";2;0;Sassuolo;4-1-4-1;1;0,7;"
		
			 Domenico Berardi · 44&rsquor;
		
	";2;0;https://fbref.com/en/matches/6f32a770/Atalanta-Sassuolo-September-21-2021-Serie-A;Sassuolo;Away;990;1;0;0;0;8;1;2;0;651;208;20;11;16;0,7;0,7;0,7;14;2;431;542;79,5;32;408;38;9;19;431;542;79,5;8189;2561;176;198;88,9;183;215;85,1;60;99;60,6;0;0,7;7;27;5;1;32;542;487;55;18;0;128;18;10;5;3;1;0;394;59;89;195;299;12;18;5;431;0;11;18;15;20;14;13;6;1;6;13;46,2;7;208;59;28,4;81;85;42;16;1;0;15;11;31;9;0;651;88;257;289;137;17;598;9;19;47,4;11;1;408;1951;1107;38;9;4;10;12;502;431;85,9;32;2;0;0;18;21;0;10;11;14;0;0;0;97;13;10;56,5;0;0;0
Serie A;M;ITA;2021-2022;2021-09-21;5;Fiorentina;04/03/03;1;1,4;"
		
			Riccardo Sottil · 23&rsquor; 
		
			Nicolás González · 78&rsquor; 
		
	";2;1;Internazionale;03/05/02;3;2,8;"
		
			 Matteo Darmian · 52&rsquor;
		
			 Edin D_eko · 55&rsquor;
		
			 Ivan Peri_i_ · 87&rsquor;
		
	";3;0;https://fbref.com/en/matches/0b49d6f1/Fiorentina-Internazionale-September-21-2021-Serie-A;Fiorentina;Home;977;1;1;0;0;14;6;2;1;622;86;12;13;16;1,4;1,4;0,8;21;2;452;530;85,3;29;427;52;3;8;452;530;85,3;9770;2400;136;150;90,7;228;247;92,3;85;120;70,8;1;0,8;10;34;6;1;29;530;484;46;16;0;36;19;9;4;0;4;0;396;58;76;219;278;9;14;6;452;1;7;8;13;12;8;9;3;0;9;13;69,2;4;86;26;30,2;33;34;19;16;5;0;11;13;25;14;1;622;89;209;305;150;16;578;3;8;37,5;3;0;427;2513;1262;52;18;5;11;7;494;452;91,5;29;2;1;1;13;16;1;9;13;8;0;0;0;59;6;13;31,6;0;0;0
Serie A;M;ITA;2021-2022;2021-09-21;5;Fiorentina;04/03/03;1;1,4;"
		
			Riccardo Sottil · 23&rsquor; 
		
			Nicolás González · 78&rsquor; 
		
	";2;1;Internazionale;03/05/02;3;2,8;"
		
			 Matteo Darmian · 52&rsquor;
		
			 Edin D_eko · 55&rsquor;
		
			 Ivan Peri_i_ · 87&rsquor;
		
	";3;0;https://fbref.com/en/matches/0b49d6f1/Fiorentina-Internazionale-September-21-2021-Serie-A;Internazionale;Away;990;3;3;0;0;17;5;3;0;574;84;12;8;16;2,8;2,8;2,6;31;6;400;472;84,7;34;373;41;4;13;400;472;84,7;7702;2762;141;162;87;204;229;89,1;50;65;76,9;3;2,6;14;19;11;2;34;472;428;44;11;1;52;7;15;8;3;3;0;330;69;73;113;307;15;17;14;400;1;5;12;11;12;9;6;5;1;5;8;62,5;3;84;25;29,8;21;49;14;16;3;0;13;8;20;20;0;574;84;246;221;144;33;532;4;13;30,8;4;0;373;2003;1014;41;12;5;10;3;453;400;88,3;34;3;0;0;17;12;1;15;8;9;0;0;0;62;13;6;68,4;0;0;0
Serie A;M;ITA;2021-2022;2021-09-22;5;Salernitana;3-4-1-2;2;2,7;"
		
			Cedric Gondo · 45+2&rsquor; 
		
			Mamadou Coulibaly · 76&rsquor; 
		
	";2;0;Hellas Verona;03/04/03;2;1,7;"
		
			 Nikola Kalini_ · 7&rsquor;
		
			 Nikola Kalini_ · 29&rsquor;
		
	";3;0;https://fbref.com/en/matches/84e68acd/Salernitana-Hellas-Verona-September-22-2021-Serie-A;Salernitana;Home;990;2;1;0;0;15;4;2;0;544;155;20;13;11;2,7;2,7;1,1;24;2;304;420;72,4;37;324;43;12;19;304;420;72,4;5903;2611;126;149;84,6;126;165;76,4;46;89;51,7;1;1,1;10;32;9;3;37;420;364;56;18;0;54;6;17;4;2;1;1;246;54;120;91;259;18;26;5;304;0;5;9;10;20;10;11;9;0;8;16;50;8;155;42;27,1;60;58;37;11;2;0;9;13;33;19;0;544;51;149;242;182;29;491;12;19;63,2;12;0;324;1733;865;43;15;6;17;18;388;304;78,4;37;2;0;0;13;19;0;17;13;10;0;0;0;102;22;16;57,9;0;0;0
Serie A;M;ITA;2021-2022;2021-09-22;5;Salernitana;3-4-1-2;2;2,7;"
		
			Cedric Gondo · 45+2&rsquor; 
		
			Mamadou Coulibaly · 76&rsquor; 
		
	";2;0;Hellas Verona;03/04/03;2;1,7;"
		
			 Nikola Kalini_ · 7&rsquor;
		
			 Nikola Kalini_ · 29&rsquor;
		
	";3;0;https://fbref.com/en/matches/84e68acd/Salernitana-Hellas-Verona-September-22-2021-Serie-A;Hellas Verona;Away;990;2;2;0;0;9;5;3;0;564;147;25;9;14;1,7;1,7;1,6;16;4;314;423;74,2;37;320;40;8;16;314;423;74,2;5672;2258;148;170;87,1;125;161;77,6;35;76;46,1;2;1,6;7;23;12;0;37;423;373;50;12;0;64;6;11;5;2;1;2;245;69;109;109;244;29;22;9;314;1;11;13;9;25;17;14;6;5;7;19;36,8;12;147;45;30,6;73;49;25;14;4;1;10;9;34;42;1;564;71;191;234;170;26;513;8;16;50;8;0;320;1683;972;40;16;5;13;12;390;314;80,5;37;3;0;0;19;12;1;11;9;17;0;0;0;85;16;22;42,1;0;0;0
Serie A;M;ITA;2021-2022;2021-09-22;5;Spezia;4-2-3-1;2;0,7;"
		
			Emmanuel Gyasi · 33&rsquor; 
		
			Janis Antiste · 49&rsquor; 
		
	";2;0;Juventus;04/04/02;3;2,3;"
		
			 Moise Kean · 28&rsquor;
		
			 Federico Chiesa · 66&rsquor;
		
			 Matthijs de Ligt · 72&rsquor;
		
	";1;0;https://fbref.com/en/matches/0cdf92e5/Spezia-Juventus-September-22-2021-Serie-A;Spezia;Home;990;2;1;0;0;10;4;2;0;498;155;23;12;21;0,7;0,7;0,7;17;2;293;376;77,9;18;273;37;7;12;293;376;77,9;5960;1883;110;130;84,6;124;140;88,6;51;90;56,7;1;0,7;8;20;9;5;18;376;330;46;10;1;37;12;7;5;3;1;0;240;50;86;120;211;18;17;6;293;1;9;13;9;23;15;14;5;4;3;8;37,5;5;155;42;27,1;57;63;35;21;9;0;12;12;35;22;2;498;90;211;208;103;16;456;7;12;58,3;7;2;273;1329;681;37;7;2;11;19;362;293;80,9;18;2;0;0;15;7;0;7;12;15;0;0;0;70;6;26;18,8;0;0;0
Serie A;M;ITA;2021-2022;2021-09-22;5;Spezia;4-2-3-1;2;0,7;"
		
			Emmanuel Gyasi · 33&rsquor; 
		
			Janis Antiste · 49&rsquor; 
		
	";2;0;Juventus;04/04/02;3;2,3;"
		
			 Moise Kean · 28&rsquor;
		
			 Federico Chiesa · 66&rsquor;
		
			 Matthijs de Ligt · 72&rsquor;
		
	";1;0;https://fbref.com/en/matches/0cdf92e5/Spezia-Juventus-September-22-2021-Serie-A;Juventus;Away;990;3;1;0;0;26;9;1;0;674;105;24;13;15;2,4;2,4;1,8;42;4;458;548;83,6;37;458;42;5;8;458;548;83,6;9847;3299;160;184;87;198;219;90,4;93;128;72,7;1;1,8;20;40;12;5;37;548;490;58;12;0;94;28;15;15;5;8;0;337;105;106;176;311;15;22;5;458;0;4;12;12;24;17;11;10;3;5;12;41,7;7;105;41;39;31;47;27;15;6;1;9;13;37;16;0;674;58;181;342;200;40;617;5;8;62,5;5;0;458;2333;1047;42;14;5;13;20;513;458;89,3;37;1;0;0;10;14;0;15;13;17;0;0;0;84;26;6;81,3;0;0;0
Serie A;M;ITA;2021-2022;2021-09-22;5;Cagliari;03/05/02;0;1,1;"
		
	";2;0;Empoli;4-4-2_;2;1,1;"
		
			 Federico Di Francesco · 29&rsquor;
		
			 Leo _tulac · 69&rsquor;
		
	";1;0;https://fbref.com/en/matches/091676a6/Cagliari-Empoli-September-22-2021-Serie-A;Cagliari;Home;990;0;0;0;0;15;1;2;0;593;167;14;15;21;1,1;1,1;1;24;0;376;489;76,9;43;326;36;10;13;376;489;76,9;8274;3078;116;141;82,3;184;210;87,6;74;125;59,2;0;1;12;29;12;4;43;489;422;67;17;1;85;18;20;7;3;2;1;270;73;146;167;245;19;29;9;376;0;16;18;8;14;11;6;7;1;2;9;22,2;7;167;44;26,3;69;73;25;21;6;0;15;15;29;17;0;593;86;240;237;146;30;532;10;13;76,9;10;0;326;1982;1173;36;10;6;8;10;461;376;81,6;43;2;0;0;15;14;1;20;15;11;0;0;0;74;28;15;65,1;0;0;0
